销售日期,单品编码,净销量,售出量,销售额,打折销量,正常销量,售出记录数,退货记录数,均价,单品名称,分类编码,分类名称,损耗率,平均损耗率,批发价,加价率
2020-07-02,102900005117056,39.81,39.81,302.556,0.0,39.81,98,0,7.599999999999999,泡泡椒(精品),1011010504,辣椒类,7.08,9.24,4.48,0.696428571428571
2020-07-02,102900005117209,1.825,1.825,25.55,0.0,1.825,5,0,14.0,七彩椒(1),1011010504,辣椒类,15.98,9.24,7.33,0.9099590723055935
2020-07-02,102900005118824,4.342,4.342,43.42,0.0,4.342,13,0,10.000000000000002,高瓜(1),1011010402,水生根茎类,29.25,13.65,5.76,0.7361111111111114
2020-07-02,102900005118831,13.0,13.0,86.1,7.0,6.0,12,0,6.623076923076923,娃娃菜,1011010101,花叶类,2.48,12.83,4.11,0.6114542391914652
2020-07-02,102900005119944,2.254,2.254,36.064,0.0,2.254,7,0,16.0,海鲜菇(1),1011010801,食用菌,9.89,9.45,10.13,0.5794669299111548
2020-07-02,102900005119975,22.549,22.549,113.83800000000001,10.728,11.821,57,0,5.048472216062797,红薯尖,1011010101,花叶类,8.42,12.83,3.6,0.402353393350777
2020-07-02,102900005123880,1.679,1.679,20.148,0.0,1.679,5,0,12.0,灯笼椒(1),1011010504,辣椒类,16.33,9.24,6.46,0.8575851393188854
2020-07-02,102900005125808,4.148,4.148,107.0184,0.0,4.148,44,0,25.8,小米椒,1011010504,辣椒类,5.86,9.24,12.13,1.126957955482275
2020-07-02,102900005125815,10.164,10.164,101.64,0.0,10.164,32,0,10.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,6.15,0.6260162601626016
2020-07-02,102900011000328,5.844,5.844,58.44,0.0,5.844,23,0,9.999999999999998,螺丝椒,1011010504,辣椒类,10.18,9.24,7.1,0.408450704225352
2020-07-02,102900011001219,1.3940000000000001,1.3940000000000001,16.728,0.0,1.3940000000000001,4,0,12.0,红灯笼椒(1),1011010504,辣椒类,8.93,9.24,8.24,0.4563106796116505
2020-07-02,102900011006689,1.392,1.392,13.919999999999998,0.0,1.392,6,0,10.0,东门口小白菜,1011010101,花叶类,27.84,12.83,6.83,0.4641288433382138
2020-07-02,102900011006948,0.857,0.857,13.712,0.0,0.857,2,0,16.0,外地茼蒿,1011010101,花叶类,26.16,12.83,11.75,0.36170212765957444
2020-07-02,102900011008522,13.548,13.548,108.384,0.0,13.548,25,0,8.0,甜白菜,1011010101,花叶类,9.43,12.83,4.44,0.8018018018018016
2020-07-02,102900011009970,13.834,13.834,124.506,0.0,13.834,30,0,9.0,青梗散花,1011010201,花菜类,17.06,15.51,5.52,0.6304347826086958
2020-07-02,102900051000944,0.258,0.258,9.700800000000001,0.0,0.258,1,0,37.6,洪湖藕带,1011010402,水生根茎类,24.05,13.65,29.54,0.27285037237643883
2020-07-02,102900051004294,4.721,4.721,66.094,0.0,4.721,16,0,13.999999999999998,青线椒,1011010504,辣椒类,7.8,9.24,6.85,1.043795620437956
2020-07-02,102900051010455,4.811,4.811,39.997,0.635,4.176,10,0,8.313656204531283,黄白菜(2),1011010101,花叶类,15.61,12.83,4.76,0.7465664295233787
2020-07-03,102900005115762,7.694,7.694,46.164,0.0,7.694,12,0,6.0,苋菜,1011010101,花叶类,18.52,12.83,3.57,0.680672268907563
2020-07-03,102900005115779,36.309,36.309,290.472,0.0,36.309,93,0,8.0,云南生菜,1011010101,花叶类,15.25,12.83,4.61,0.7353579175704987
2020-07-03,102900005115786,11.125,11.125,62.628,2.061,9.064,24,0,5.6294831460674155,竹叶菜,1011010101,花叶类,13.62,12.83,3.79,0.4853517535797931
2020-07-03,102900005115793,3.099,3.099,49.584,0.0,3.099,7,0,16.0,小白菜,1011010101,花叶类,7.59,12.83,9.2,0.7391304347826089
2020-07-03,102900005115823,13.120000000000001,13.120000000000001,129.3099,0.461,12.659,29,0,9.8559375,上海青,1011010101,花叶类,14.43,12.83,6.76,0.45797892011834307
2020-07-03,102900005115908,8.173,8.173,65.384,0.0,8.173,20,0,8.0,菜心,1011010101,花叶类,13.7,12.83,3.89,1.056555269922879
2020-07-03,102900005115946,2.306,2.306,16.142000000000003,0.0,2.306,5,0,7.000000000000001,木耳菜,1011010101,花叶类,7.61,12.83,4.3,0.6279069767441863
2020-07-03,102900005115960,10.446,10.446,37.6056,0.0,10.446,15,0,3.6000000000000005,大白菜,1011010101,花叶类,22.27,12.83,2.11,0.7061611374407586
2020-07-03,102900005115984,36.709,36.709,220.254,0.0,36.709,83,0,5.999999999999999,云南油麦菜,1011010101,花叶类,12.81,12.83,3.75,0.5999999999999999
2020-07-03,102900005116226,2.331,2.331,18.648,0.0,2.331,6,0,8.0,青尖椒,1011010504,辣椒类,6.72,9.24,4.42,0.8099547511312217
2020-07-03,102900005116233,4.738,4.738,47.38,0.0,4.738,21,0,10.0,红椒(1),1011010504,辣椒类,11.76,9.24,5.7,0.7543859649122806
2020-07-03,102900005116257,17.553,17.553,122.871,0.0,17.553,33,0,6.999999999999999,紫茄子(2),1011010501,茄类,6.07,6.68,6.56,0.06707317073170715
2020-07-03,102900005116509,18.343,18.343,73.372,0.0,18.343,24,0,4.0,青茄子(1),1011010501,茄类,5.01,6.68,1.48,1.7027027027027026
2020-07-03,102900005116530,15.29,15.29,302.742,0.0,15.29,69,0,19.8,西峡香菇(1),1011010801,食用菌,13.82,9.45,10.8,0.8333333333333333
2020-07-03,102900005116547,14.633,14.633,102.431,0.0,14.633,36,0,7.0,金针菇(1),1011010801,食用菌,3.43,9.45,4.05,0.7283950617283952
2020-07-03,102900005116714,26.46,26.46,370.44,0.0,26.46,64,0,14.0,西兰花,1011010201,花菜类,9.26,15.51,8.97,0.5607580824972129
2020-07-03,102900005116790,6.943,6.943,55.544,0.0,6.943,10,0,8.0,黄心菜(1),1011010101,花叶类,10.64,12.83,3.98,1.0100502512562812
2020-07-03,102900005116912,1.259,1.259,17.625999999999998,0.0,1.259,7,0,14.0,姬菇(1),1011010801,食用菌,8.99,9.45,7.9,0.7721518987341771
2020-07-03,102900005116943,1.904,1.904,30.464,0.0,1.904,13,0,16.0,红杭椒,1011010504,辣椒类,9.99,9.24,6.75,1.3703703703703702
2020-07-03,102900005117056,32.351,32.351,245.86759999999998,0.0,32.351,87,0,7.6,泡泡椒(精品),1011010504,辣椒类,7.08,9.24,5.31,0.43126177024482115
2020-07-03,102900005117209,1.581,1.581,22.134,0.0,1.581,4,0,14.0,七彩椒(1),1011010504,辣椒类,15.98,9.24,6.21,1.254428341384863
2020-07-03,102900005118824,9.572000000000001,9.572000000000001,76.693,5.162,4.41,30,0,8.012223150856665,高瓜(1),1011010402,水生根茎类,29.25,13.65,5.61,0.42820377020617895
2020-07-03,102900005118831,14.0,13.0,88.9,2.0,11.0,14,0,6.838461538461539,娃娃菜,1011010101,花叶类,2.48,12.83,4.05,0.6885090218423553
2020-07-03,102900005119944,1.816,1.816,29.056,0.0,1.816,8,0,16.0,海鲜菇(1),1011010801,食用菌,9.89,9.45,10.05,0.5920398009950247
2020-07-03,102900005119975,13.734,13.734,77.784,2.31,11.424,41,0,5.663608562691132,红薯尖,1011010101,花叶类,8.42,12.83,3.6,0.5732246007475366
2020-07-03,102900005123880,1.369,1.369,16.428,0.0,1.369,4,0,12.0,灯笼椒(1),1011010504,辣椒类,16.33,9.24,6.23,0.9261637239165328
2020-07-03,102900005125808,3.935,3.935,101.52300000000001,0.0,3.935,42,0,25.8,小米椒,1011010504,辣椒类,5.86,9.24,12.2,1.114754098360656
2020-07-03,102900005125815,9.443999999999999,9.443999999999999,94.44,0.0,9.443999999999999,29,0,10.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,6.32,0.5822784810126582
2020-07-03,102900011000328,9.099,9.099,90.99,0.0,9.099,25,0,10.0,螺丝椒,1011010504,辣椒类,10.18,9.24,6.58,0.519756838905775
2020-07-03,102900011001219,2.239,2.239,31.346,0.0,2.239,7,0,14.0,红灯笼椒(1),1011010504,辣椒类,8.93,9.24,7.0,1.0
2020-07-03,102900011006689,3.4779999999999998,3.4779999999999998,34.78,0.0,3.4779999999999998,6,0,10.000000000000002,东门口小白菜,1011010101,花叶类,27.84,12.83,6.88,0.4534883720930236
2020-07-03,102900011006948,2.09,2.09,33.44,0.0,2.09,7,0,16.0,外地茼蒿,1011010101,花叶类,26.16,12.83,11.75,0.36170212765957444
2020-07-03,102900011008522,13.562,13.562,108.496,0.0,13.562,21,0,8.0,甜白菜,1011010101,花叶类,9.43,12.83,4.47,0.789709172259508
2020-07-03,102900011009970,15.616,15.616,124.928,0.0,15.616,32,0,8.0,青梗散花,1011010201,花菜类,17.06,15.51,4.81,0.6632016632016633
2020-07-03,102900051004294,4.7059999999999995,4.7059999999999995,65.884,0.0,4.7059999999999995,18,0,14.000000000000002,青线椒,1011010504,辣椒类,7.8,9.24,8.07,0.7348203221809171
2020-07-03,102900051010455,9.991,9.991,89.919,0.0,9.991,19,0,9.0,黄白菜(2),1011010101,花叶类,15.61,12.83,4.74,0.8987341772151898
2020-07-04,102900005115779,51.205,51.205,409.64,0.0,51.205,141,0,8.0,云南生菜,1011010101,花叶类,15.25,12.83,5.77,0.3864818024263432
2020-07-04,102900005115786,20.571,20.571,123.426,0.0,20.571,49,0,6.0,竹叶菜,1011010101,花叶类,13.62,12.83,3.46,0.7341040462427746
2020-07-04,102900005115793,7.091,7.091,113.456,0.0,7.091,15,0,16.0,小白菜,1011010101,花叶类,7.59,12.83,9.16,0.7467248908296944
2020-07-04,102900005115823,28.186,28.186,281.86,0.0,28.186,64,0,10.0,上海青,1011010101,花叶类,14.43,12.83,6.56,0.524390243902439
2020-07-04,102900005115908,13.034,13.034,104.272,0.0,13.034,30,0,8.0,菜心,1011010101,花叶类,13.7,12.83,3.53,1.2662889518413598
2020-07-04,102900005115946,4.099,4.099,28.692999999999998,0.0,4.099,11,0,6.999999999999999,木耳菜,1011010101,花叶类,7.61,12.83,4.28,0.6355140186915884
2020-07-04,102900005115960,9.638,9.638,34.6968,0.0,9.638,12,0,3.6000000000000005,大白菜,1011010101,花叶类,22.27,12.83,2.21,0.6289592760180998
2020-07-04,102900005115984,43.33,43.33,259.8328,0.368,42.962,105,0,5.996602815601201,云南油麦菜,1011010101,花叶类,12.81,12.83,3.75,0.5990940841603203
2020-07-04,102900005116226,3.948,3.948,31.584,0.0,3.948,11,0,8.0,青尖椒,1011010504,辣椒类,6.72,9.24,4.41,0.8140589569160996
2020-07-04,102900005116233,4.948,4.948,49.480000000000004,0.0,4.948,26,0,10.0,红椒(1),1011010504,辣椒类,11.76,9.24,5.42,0.845018450184502
2020-07-04,102900005116257,33.045,33.045,231.315,0.0,33.045,65,0,7.0,紫茄子(2),1011010501,茄类,6.07,6.68,3.94,0.7766497461928934
2020-07-04,102900005116509,24.022,24.022,96.088,0.0,24.022,34,0,4.0,青茄子(1),1011010501,茄类,5.01,6.68,1.98,1.0202020202020203
2020-07-04,102900005116530,14.532,14.532,286.8576,0.438,14.094,77,0,19.739719240297273,西峡香菇(1),1011010801,食用菌,13.82,9.45,12.0,0.6449766033581061
2020-07-04,102900005116547,16.702,16.702,116.914,0.0,16.702,39,0,6.999999999999999,金针菇(1),1011010801,食用菌,3.43,9.45,4.05,0.728395061728395
2020-07-04,102900005116714,42.815,42.815,599.41,0.0,42.815,97,0,14.0,西兰花,1011010201,花菜类,9.26,15.51,9.27,0.5102481121898599
2020-07-04,102900005116790,5.2509999999999994,5.2509999999999994,42.007999999999996,0.0,5.2509999999999994,9,0,8.0,黄心菜(1),1011010101,花叶类,10.64,12.83,4.01,0.9950124688279303
2020-07-04,102900005116912,1.596,1.596,22.344,0.0,1.596,5,0,14.0,姬菇(1),1011010801,食用菌,8.99,9.45,7.79,0.7971758664955071
2020-07-04,102900005116943,1.703,1.703,27.248,0.0,1.703,11,0,16.0,红杭椒,1011010504,辣椒类,9.99,9.24,5.9,1.711864406779661
2020-07-04,102900005117056,45.815,45.815,348.19399999999996,0.0,45.815,121,0,7.6,泡泡椒(精品),1011010504,辣椒类,7.08,9.24,5.16,0.4728682170542635
2020-07-04,102900005117209,0.6930000000000001,0.6930000000000001,9.702000000000002,0.0,0.6930000000000001,2,0,14.000000000000002,七彩椒(1),1011010504,辣椒类,15.98,9.24,7.43,0.8842530282637957
2020-07-04,102900005118824,3.107,3.107,31.07,0.0,3.107,9,0,10.0,高瓜(1),1011010402,水生根茎类,29.25,13.65,5.41,0.8484288354898335
2020-07-04,102900005118831,15.0,15.0,102.2,1.0,14.0,15,0,6.8133333333333335,娃娃菜,1011010101,花叶类,2.48,12.83,4.09,0.6658516707416464
2020-07-04,102900005119944,1.3780000000000001,1.3780000000000001,22.048000000000002,0.0,1.3780000000000001,8,0,16.0,海鲜菇(1),1011010801,食用菌,9.89,9.45,10.08,0.5873015873015872
2020-07-04,102900005123880,0.618,0.618,7.4159999999999995,0.0,0.618,2,0,12.0,灯笼椒(1),1011010504,辣椒类,16.33,9.24,7.23,0.6597510373443982
2020-07-04,102900005125808,3.4210000000000003,3.4210000000000003,88.26180000000001,0.0,3.4210000000000003,42,0,25.8,小米椒,1011010504,辣椒类,5.86,9.24,12.08,1.1357615894039736
2020-07-04,102900005125815,13.054,13.054,130.54,0.0,13.054,42,0,10.0,杏鲍菇(1),1011010801,食用菌,5.05,9.45,6.0,0.6666666666666667
2020-07-04,102900011000328,10.682,10.682,149.1928,0.444,10.238,34,0,13.966747800037446,螺丝椒,1011010504,辣椒类,10.18,9.24,6.0,1.3277913000062411
2020-07-04,102900011001219,0.9450000000000001,0.9450000000000001,13.23,0.0,0.9450000000000001,3,0,14.0,红灯笼椒(1),1011010504,辣椒类,8.93,9.24,7.37,0.8995929443690638
2020-07-04,102900011006689,4.908,4.908,49.08,0.0,4.908,14,0,9.999999999999998,东门口小白菜,1011010101,花叶类,27.84,12.83,7.21,0.38696255201109553
2020-07-04,102900011008522,15.843,15.843,126.744,0.0,15.843,29,0,8.0,甜白菜,1011010101,花叶类,9.43,12.83,4.44,0.8018018018018016
2020-07-04,102900011009970,12.847,12.847,102.776,0.0,12.847,29,0,8.0,青梗散花,1011010201,花菜类,17.06,15.51,4.71,0.6985138004246285
2020-07-04,102900051000944,2.332,2.332,87.6832,0.0,2.332,7,0,37.6,洪湖藕带,1011010402,水生根茎类,24.05,13.65,25.48,0.47566718995290436
2020-07-04,102900051004294,8.509,8.509,102.108,0.0,8.509,41,0,12.0,青线椒,1011010504,辣椒类,7.8,9.24,6.09,0.9704433497536946
2020-07-04,102900051010455,18.431,18.431,165.4914,0.646,17.785,32,0,8.978970213227713,黄白菜(2),1011010101,花叶类,15.61,12.83,4.63,0.9393024218634369
2020-07-05,102900005115762,6.021,6.021,36.126,0.0,6.021,13,0,6.0,苋菜,1011010101,花叶类,18.52,12.83,3.48,0.7241379310344829
2020-07-05,102900005115779,34.249,34.249,273.9092,0.414,33.835,92,0,7.997582411165289,云南生菜,1011010101,花叶类,15.25,12.83,5.77,0.3860628095607088
2020-07-05,102900005115786,30.937,30.937,185.5384,0.418,30.519,69,0,5.9972977341047935,竹叶菜,1011010101,花叶类,13.62,12.83,3.45,0.7383471693057371
2020-07-05,102900005115823,12.038,12.038,120.2537,0.421,11.617,28,0,9.989508223957467,上海青,1011010101,花叶类,14.43,12.83,6.56,0.5227908877983944
2020-07-05,102900005115908,10.791,10.791,86.328,0.0,10.791,24,0,8.0,菜心,1011010101,花叶类,13.7,12.83,4.04,0.9801980198019802
2020-07-05,102900005115946,3.568,3.568,24.976,0.0,3.568,10,0,7.0,木耳菜,1011010101,花叶类,7.61,12.83,4.31,0.6241299303944317
2020-07-05,102900005115960,9.698,9.698,38.792,0.0,9.698,10,0,4.0,大白菜,1011010101,花叶类,22.27,12.83,2.2,0.8181818181818181
2020-07-05,102900005115984,12.594,12.594,75.56400000000001,0.0,12.594,28,0,6.000000000000001,云南油麦菜,1011010101,花叶类,12.81,12.83,3.75,0.6000000000000003
2020-07-05,102900005116226,3.535,3.535,28.28,0.0,3.535,10,0,8.0,青尖椒,1011010504,辣椒类,6.72,9.24,4.35,0.8390804597701151
2020-07-05,102900005116233,7.412,7.412,74.12,0.0,7.412,37,0,10.0,红椒(1),1011010504,辣椒类,11.76,9.24,5.44,0.838235294117647
2020-07-05,102900005116257,26.966,26.966,188.6674,0.473,26.493,50,0,6.9964918786620185,紫茄子(2),1011010501,茄类,6.07,6.68,4.24,0.6501160091184004
2020-07-05,102900005116509,24.423000000000002,24.423000000000002,97.69200000000001,0.0,24.423000000000002,37,0,4.0,青茄子(1),1011010501,茄类,5.01,6.68,2.04,0.9607843137254901
2020-07-05,102900005116530,18.406,18.406,364.4388,0.0,18.406,83,0,19.8,西峡香菇(1),1011010801,食用菌,13.82,9.45,12.0,0.6500000000000001
2020-07-05,102900005116547,18.991,18.991,132.937,0.0,18.991,44,0,7.000000000000001,金针菇(1),1011010801,食用菌,3.43,9.45,4.05,0.7283950617283954
2020-07-05,102900005116714,42.365,42.365,593.11,0.0,42.365,82,0,14.0,西兰花,1011010201,花菜类,9.26,15.51,9.47,0.47835269271383307
2020-07-05,102900005116912,1.772,1.772,24.808,0.0,1.772,11,0,14.0,姬菇(1),1011010801,食用菌,8.99,9.45,7.9,0.7721518987341771
2020-07-05,102900005116943,2.56,2.56,40.96,0.0,2.56,21,0,16.0,红杭椒,1011010504,辣椒类,9.99,9.24,5.83,1.7444253859348198
2020-07-05,102900005117056,53.874,53.874,409.44239999999996,0.0,53.874,144,0,7.599999999999999,泡泡椒(精品),1011010504,辣椒类,7.08,9.24,5.16,0.4728682170542633
2020-07-05,102900005117209,1.395,1.395,19.53,0.0,1.395,5,0,14.0,七彩椒(1),1011010504,辣椒类,15.98,9.24,8.35,0.6766467065868265
2020-07-05,102900005118824,4.019,4.019,40.19,0.0,4.019,12,0,10.0,高瓜(1),1011010402,水生根茎类,29.25,13.65,5.42,0.845018450184502
2020-07-05,102900005118831,13.0,13.0,88.3,3.0,10.0,13,0,6.792307692307692,娃娃菜,1011010101,花叶类,2.48,12.83,4.1,0.6566604127579738
2020-07-05,102900005119975,55.159,55.159,330.954,0.0,55.159,147,0,6.0,红薯尖,1011010101,花叶类,8.42,12.83,3.6,0.6666666666666665
2020-07-05,102900005123880,0.626,0.626,7.5120000000000005,0.0,0.626,2,0,12.0,灯笼椒(1),1011010504,辣椒类,16.33,9.24,7.23,0.6597510373443982
2020-07-05,102900005125808,3.6990000000000003,3.6990000000000003,95.4342,0.0,3.6990000000000003,43,0,25.8,小米椒,1011010504,辣椒类,5.86,9.24,11.67,1.2107969151670952
