销售日期,分类编码,分类名称,批发价均值,覆盖单品数,售出量,批发价加权
2020-08-05,1011010201,花菜类,7.6008221408221415,5,43.631,6.2307132543375126
2020-08-05,1011010402,水生根茎类,7.493195936179026,19,21.451999999999998,7.854242028715271
2020-08-05,1011010501,茄类,5.033747146903153,10,49.472,4.047677271992238
2020-08-05,1011010504,辣椒类,6.400797960290782,45,82.229,6.310636636709677
2020-08-05,1011010801,食用菌,8.4176206242456,72,62.84,7.116848504137492
2020-08-06,1011010101,花叶类,8.22085290295925,100,234.77700000000002,4.508040182811775
2020-08-06,1011010201,花菜类,7.584822140822141,5,40.827,5.841604820339482
2020-08-06,1011010402,水生根茎类,7.472669620389551,19,19.115,7.563980120324354
2020-08-06,1011010501,茄类,5.061747146903153,10,31.596,4.703914419546779
2020-08-06,1011010504,辣椒类,6.369909071401893,45,74.047,6.318931759558119
2020-08-06,1011010801,食用菌,8.415537290912265,72,48.611000000000004,7.237069181872416
2020-08-07,1011010101,花叶类,8.213352902959251,100,204.941,4.747591941095242
2020-08-07,1011010201,花菜类,7.584822140822141,5,40.272000000000006,6.611704410011919
2020-08-07,1011010402,水生根茎类,7.400357958882843,19,25.415,7.963666732244738
2020-08-07,1011010501,茄类,4.983747146903153,10,51.799,3.8550806000115836
2020-08-07,1011010504,辣椒类,6.337242404735226,45,78.61099999999999,6.40644731653331
2020-08-07,1011010801,食用菌,8.411725882571902,72,68.177,6.2865409155580325
2020-08-08,1011010101,花叶类,8.207852902959251,100,311.161,4.787488117084083
2020-08-08,1011010201,花菜类,7.560822140822141,5,58.156,6.385648256413783
2020-08-08,1011010402,水生根茎类,7.4045684851986335,19,27.461,7.905122173263902
2020-08-08,1011010501,茄类,4.779747146903153,10,63.763999999999996,2.6097374694184805
2020-08-08,1011010504,辣椒类,6.379909071401893,45,100.292,6.397059286882303
2020-08-08,1011010801,食用菌,8.409781438127458,72,92.144,5.43509930109394
2020-08-09,1011010101,花叶类,8.249775644392273,100,250.58999999999997,4.715229857536214
2020-08-09,1011010201,花菜类,7.82882214082214,5,54.876,8.195718711276331
2020-08-09,1011010402,水生根茎类,7.4045684851986335,19,25.900000000000002,7.749451737451737
2020-08-09,1011010501,茄类,4.760747146903153,10,51.834999999999994,2.824915404649368
2020-08-09,1011010504,辣椒类,6.416131293624115,45,73.684,6.4144593127408935
2020-08-09,1011010801,食用菌,8.397559215905236,72,73.07300000000001,7.76752480396316
2020-08-10,1011010101,花叶类,8.237575644392273,100,210.292,4.847087906339756
2020-08-10,1011010201,花菜类,7.970822140822141,5,50.7,7.997339447731756
2020-08-10,1011010402,水生根茎类,7.286856814718084,19,30.683,7.154028615194082
2020-08-10,1011010501,茄类,4.688747146903153,10,47.664,2.679369754951326
2020-08-10,1011010504,辣椒类,6.403020182513004,45,78.905,6.485397123122742
2020-08-10,1011010801,食用菌,8.398531438127456,72,36.094,7.832290131323765
2020-08-11,1011010101,花叶类,8.239275644392272,100,216.71300000000002,4.614124302649126
2020-08-11,1011010201,花菜类,7.768822140822141,5,56.278999999999996,7.060191368005828
2020-08-11,1011010402,水生根茎类,7.245277867349664,19,20.458,7.942237266594975
2020-08-11,1011010501,茄类,4.693747146903153,10,33.572,2.562754080781603
2020-08-11,1011010504,辣椒类,6.2827979602907815,45,73.292,6.478282350051847
2020-08-11,1011010801,食用菌,8.39964254923857,72,40.016999999999996,7.4855516405527665
2020-08-12,1011010101,花叶类,8.235475644392272,100,206.877,4.653922137308642
2020-08-12,1011010201,花菜类,7.656822140822141,5,50.065,6.963807849795266
2020-08-12,1011010402,水生根茎类,7.245277867349664,19,27.354999999999997,7.368476695302503
2020-08-12,1011010501,茄类,4.895747146903153,10,36.009,3.400698158793635
2020-08-12,1011010504,辣椒类,6.193020182513004,45,85.166,6.404095061409482
2020-08-12,1011010801,食用菌,8.413670327016346,72,34.195,7.958467319783594
2020-08-13,1011010101,花叶类,8.213175644392273,100,188.208,4.449628336733826
2020-08-13,1011010201,花菜类,7.724822140822141,5,47.468,6.971333529957023
2020-08-13,1011010402,水生根茎类,7.244225235770716,19,19.324,7.9606939557027525
2020-08-13,1011010501,茄类,4.706747146903153,10,31.109,2.733816258960429
2020-08-13,1011010504,辣椒类,6.130131293624115,45,61.767999999999994,6.282368054656133
2020-08-13,1011010801,食用菌,8.416031438127456,72,35.65,8.000002805049087
2020-08-14,1011010101,花叶类,8.22767564439227,100,217.758,4.331022465305523
2020-08-14,1011010201,花菜类,7.508822140822142,5,58.582,6.260324673107781
2020-08-14,1011010402,水生根茎类,7.169488393665453,19,29.991,4.9466473275315925
2020-08-14,1011010501,茄类,5.121747146903153,10,37.826,5.277188706180934
2020-08-14,1011010504,辣椒类,6.129686849179671,45,76.489,6.371628077239865
2020-08-14,1011010801,食用菌,8.420892549238568,72,53.795,6.338636118598383
2020-08-15,1011010101,花叶类,8.225175644392271,100,245.136,4.579194528751388
2020-08-15,1011010201,花菜类,7.544822140822141,5,79.38,5.0877299067775255
2020-08-15,1011010402,水生根茎类,7.152646288402294,19,25.642,7.111601669136573
2020-08-15,1011010501,茄类,5.1447471469031525,10,43.278999999999996,5.118564430786294
2020-08-15,1011010504,辣椒类,6.066575738068559,45,94.285,6.204685262767142
2020-08-15,1011010801,食用菌,8.425059215905236,72,58.015,6.7242952684650525
2020-08-16,1011010101,花叶类,8.226275644392272,100,241.48000000000002,4.319783211860194
2020-08-16,1011010201,花菜类,7.580822140822141,5,60.230999999999995,6.801165346748353
2020-08-16,1011010402,水生根茎类,7.138962077875979,19,24.454,6.457267931626727
2020-08-16,1011010501,茄类,5.151747146903153,10,48.366,4.205691601538271
2020-08-16,1011010504,辣椒类,6.061020182513004,45,95.285,6.024927848034843
2020-08-16,1011010801,食用菌,8.42575366034968,72,55.092999999999996,7.4153749115132594
2020-08-17,1011010101,花叶类,8.228475644392272,100,215.63299999999998,4.055047696781106
2020-08-17,1011010201,花菜类,7.484822140822141,5,51.749,6.309950723685481
2020-08-17,1011010402,水生根茎类,7.359488393665452,19,15.916,7.231236491580799
2020-08-17,1011010501,茄类,5.1687471469031525,10,35.013999999999996,5.113562860570059
2020-08-17,1011010504,辣椒类,5.979242404735227,45,72.953,5.8889787945663645
2020-08-17,1011010801,食用菌,8.421725882571902,72,47.418,6.581810493905269
2020-08-18,1011010101,花叶类,8.232975644392273,100,225.113,4.3204066846428235
2020-08-18,1011010201,花菜类,7.42882214082214,5,55.92,6.1524159513590835
2020-08-18,1011010402,水生根茎类,7.418435762086506,19,21.753,6.438444352503103
2020-08-18,1011010501,茄类,5.164747146903153,10,34.019000000000005,4.707815338487315
2020-08-18,1011010504,辣椒类,5.884131293624115,45,76.92,5.66486869474779
2020-08-18,1011010801,食用菌,8.423809215905235,72,45.716,6.642989544142095
2020-08-19,1011010101,花叶类,8.290775644392273,100,214.173,4.191523207874008
2020-08-19,1011010201,花菜类,7.344822140822141,5,64.061,6.499252587377654
2020-08-19,1011010402,水生根茎类,7.25475155156019,19,17.95,6.955723676880223
2020-08-19,1011010501,茄类,5.212747146903153,10,30.347,4.834250502520843
2020-08-19,1011010504,辣椒类,5.844131293624115,45,80.919,5.5123876963383145
2020-08-19,1011010801,食用菌,8.422975882571901,72,50.126,7.236692534812273
2020-08-20,1011010101,花叶类,8.286275644392271,100,233.53199999999998,4.205669843961427
2020-08-20,1011010201,花菜类,7.332822140822141,5,69.58699999999999,6.1452483940966
2020-08-20,1011010402,水生根茎类,7.197383130507558,19,22.966,6.395067491073761
2020-08-20,1011010501,茄类,5.3627471469031525,10,37.957,5.668412150591459
2020-08-20,1011010504,辣椒类,5.7747979602907815,45,75.953,5.429537213803273
2020-08-20,1011010801,食用菌,8.424225882571902,72,54.411,6.546413041480583
2020-08-21,1011010101,花叶类,8.306575644392272,100,207.076,4.548196169522301
2020-08-21,1011010201,花菜类,7.296822140822141,5,50.062,6.06687547441173
2020-08-21,1011010402,水生根茎类,7.129488393665452,19,34.598,4.58936354702584
2020-08-21,1011010501,茄类,5.408747146903153,10,29.694,5.3631400282885435
2020-08-21,1011010504,辣椒类,5.794353515846337,45,85.19800000000001,5.418251602150284
2020-08-21,1011010801,食用菌,8.426864771460792,72,50.0,7.158644399999999
2020-08-22,1011010101,花叶类,8.309475644392272,100,273.081,4.3971543241748785
2020-08-22,1011010201,花菜类,7.2548221408221405,5,55.886,5.9174199262784954
2020-08-22,1011010402,水生根茎类,7.133172604191769,19,42.772,4.276464977087815
2020-08-22,1011010501,茄类,5.467747146903153,10,30.422,5.634206166589967
2020-08-22,1011010504,辣椒类,5.824797960290781,45,116.801,5.6620526365356465
2020-08-22,1011010801,食用菌,8.431725882571902,72,49.895,7.164489427798376
2020-08-23,1011010101,花叶类,8.313675644392271,100,261.552,4.491076114883464
2020-08-23,1011010201,花菜类,7.3668221408221415,5,71.556,6.364462379115657
2020-08-23,1011010402,水生根茎类,7.159488393665453,19,46.056999999999995,4.3130377575612835
2020-08-23,1011010501,茄类,5.736747146903153,10,47.316,6.478981317102037
2020-08-23,1011010504,辣椒类,5.8019090714018935,45,93.71400000000001,5.582958469385576
2020-08-23,1011010801,食用菌,8.491448104794124,72,55.226,7.4108396407489225
2020-08-24,1011010101,花叶类,8.340394260744473,100,260.694,4.1804778399195985
2020-08-24,1011010201,花菜类,7.58682214082214,5,41.784,6.691903838789967
2020-08-24,1011010402,水生根茎类,7.153172604191769,19,20.305,6.46401181974883
2020-08-24,1011010501,茄类,5.498747146903153,10,26.874000000000002,5.742249386023665
2020-08-24,1011010504,辣椒类,5.828353515846337,45,97.07900000000001,5.5878001421522665
2020-08-24,1011010801,食用菌,8.471725882571901,72,39.576,7.0275138973115014
2020-08-25,1011010101,花叶类,8.304794260744474,100,343.427,3.676580437764066
2020-08-25,1011010201,花菜类,7.636822140822142,5,47.760999999999996,6.8385850380017175
2020-08-25,1011010402,水生根茎类,7.157909446297032,19,20.062,6.933096401156415
2020-08-25,1011010501,茄类,5.673747146903153,10,23.272,6.352522774149193
2020-08-25,1011010504,辣椒类,5.801686849179671,45,107.213,5.408331732159347
2020-08-25,1011010801,食用菌,8.476725882571902,72,54.488,6.875529107326384
2020-08-26,1011010101,花叶类,8.314894260744474,100,241.686,3.9768413561397846
2020-08-26,1011010201,花菜类,7.6988221408221404,5,82.544,7.611070580538864
2020-08-26,1011010402,水生根茎类,7.160014709454926,19,18.95,6.794974670184697
2020-08-26,1011010501,茄类,5.818747146903153,10,30.722,6.791631729705097
2020-08-26,1011010504,辣椒类,5.787686849179671,45,82.32,5.369109329446065
2020-08-26,1011010801,食用菌,8.474781438127458,72,42.811,7.669818037420289
2020-08-27,1011010101,花叶类,8.316394260744474,100,199.007,4.643743737657469
2020-08-27,1011010201,花菜类,7.63482214082214,5,92.506,7.714117138347783
