单品编码,单品名称,分类编码,分类名称,售出天数占比,有售日均销量,有售日变异系数,周末偏置,节假日脉冲,总销量占比,簇标签
102900005119944,海鲜菇(1),1011010801,食用菌,0.29771689497716897,1.542463190184049,0.5289573017369334,0.37096829419220034,0.42156556403787837,0.0010814119124239639,3
102900005119968,青杭椒(2),1011010504,辣椒类,0.0821917808219178,1.4277777777777778,0.7698545639272003,0.47695424344979886,0.30095138272562383,0.000276351526712074,3
102900005119975,红薯尖,1011010101,花叶类,0.5178082191780822,9.105864197530863,0.8677762279946755,0.19982553743488052,0.1848195493709901,0.011103578530759588,3
102900005122654,枝江红菜苔,1011010101,花叶类,0.3506849315068493,12.925671875,1.075329184673063,0.4034559953019814,0.4223545100206856,0.010674390630904723,5
102900005123880,灯笼椒(1),1011010504,辣椒类,0.19817351598173516,0.9771566820276498,0.894526592692931,0.431684108785495,0.5153260278014795,0.00045601872979461735,4
102900005125808,小米椒,1011010504,辣椒类,0.5342465753424658,2.4749042735042734,0.9217597595187772,0.30544258096896026,0.34193470303084084,0.003113673082122553,5
102900005125815,杏鲍菇(1),1011010801,食用菌,0.41278538812785387,5.322165929203541,0.7434538784164871,0.2503672091933622,0.20521087808600336,0.005173513489008349,3
102900011000328,螺丝椒,1011010504,辣椒类,0.7835616438356164,9.088131701631703,0.8129619629446969,0.3313824193187376,0.30606415766879413,0.0167695203320313,5
102900011000571,随州泡泡青,1011010101,花叶类,0.12968036529680366,4.755077464788733,0.8991649431383046,0.9598168572560675,0.6307066534485781,0.0014521272701794028,4
102900011001219,红灯笼椒(1),1011010504,辣椒类,0.24840182648401826,1.0243088235294115,0.8684038907316779,0.12405467664724523,0.2074220141888592,0.0005991817242047032,3
102900011001561,莲蓬(个),1011010402,水生根茎类,0.07853881278538813,24.36046511627907,0.7591733508678628,0.6797425681887836,0.4841976602060416,0.0045054976533991835,4
102900011001691,菱角,1011010402,水生根茎类,0.0958904109589041,1.2040190476190475,0.7953140887439791,-0.043010675869442294,-0.048033733841101545,0.0002718825891828313,3
102900011001806,姬菇(包),1011010801,食用菌,0.3278538812785388,2.9944289693593316,0.711155337847087,0.2955137246392536,0.3885206786850477,0.0023118902040115143,3
102900011001813,金针菇(袋)(1),1011010801,食用菌,0.11232876712328767,17.48780487804878,1.7935789567213938,-0.02241726296958857,0.5609806917627449,0.004625931003561644,5
102900011002414,田七,1011010101,花叶类,0.08767123287671233,0.47137499999999993,0.5955809234898216,0.4149488544078519,0.33030499675535396,9.731874931342239e-05,3
102900011006689,东门口小白菜,1011010101,花叶类,0.3972602739726027,3.55008275862069,0.7248966438591142,0.28139755758096463,0.29673449177554967,0.0033211345819461656,3
102900011006948,外地茼蒿,1011010101,花叶类,0.245662100456621,2.7234758364312266,0.6953384884239814,0.8537380538198105,0.6869326172382435,0.001575558550522694,4
102900011007044,银耳(朵),1011010801,食用菌,0.12876712328767123,2.049645390070922,0.6709413049198667,0.28765606121627063,0.3957509881422925,0.0006215221106598397,3
102900011007464,紫苏,1011010101,花叶类,0.07671232876712329,0.3591904761904762,0.8177331179975432,0.04999891515028776,-0.06988084680862461,6.488776859110271e-05,3
102900011007969,红莲藕带,1011010402,水生根茎类,0.08767123287671233,1.05115625,0.8323848400991994,0.6771290618355326,0.6752541928081446,0.00021701874639721482,4
102900011008164,奶白菜,1011010101,花叶类,0.6958904109589041,7.639926509186352,0.6337020570443218,0.31502169564319105,0.39486705656217347,0.012519958601896126,5
102900011008522,甜白菜,1011010101,花叶类,0.3105022831050228,13.804914705882354,0.8108091431585712,0.29254233798546925,0.4306746726787283,0.010094187912328302,3
102900011009246,鲜木耳(1),1011010801,食用菌,0.23013698630136986,0.8419484126984128,0.7124659879784239,0.30385759909297594,0.5575711998379178,0.00045629400602356006,4
102900011009277,荸荠,1011010402,水生根茎类,0.19452054794520549,7.852591549295774,1.0276226043715735,0.2944494299825491,0.1258199755726137,0.0035970903990791316,3
102900011009444,大龙茄子,1011010501,茄类,0.17990867579908676,5.9249644670050765,0.8395545619931366,0.4876557622057178,0.4781905319861386,0.0025102138233915475,4
102900011009970,青梗散花,1011010201,花菜类,0.4054794520547945,18.907576576576577,0.6314130751467202,0.2823256940998975,0.3164293269411118,0.01805417212523657,1
102900011010891,野藕(1),1011010402,水生根茎类,0.14977168949771688,2.747853658536585,0.7144110459907138,0.43985015424587126,0.4296680836363975,0.000969161578285936,4
102900011011546,海鲜菇(袋)(1),1011010801,食用菌,0.15707762557077626,7.3604651162790695,0.9825322644964578,0.5325895478567235,0.45213954287678293,0.0027226539518870486,4
102900011012994,杏鲍菇(袋),1011010801,食用菌,0.29863013698630136,4.107033639143731,1.853896891084585,0.43700459376688894,0.3996061944547922,0.0028882498083604314,5
102900011013274,白玉菇(袋),1011010801,食用菌,0.6374429223744292,4.193409742120344,0.9273247223774564,0.374913558149941,0.5020219526285385,0.006294793141527165,5
102900011016701,芜湖青椒(1),1011010504,辣椒类,0.7835616438356164,32.866143356643356,0.7038157174165803,0.40920402844912673,0.4282263974580267,0.06064496833334092,2
102900011016909,花茄子,1011010501,茄类,0.07397260273972603,1.2515925925925926,1.0341556097105402,0.1333155729579698,0.03608929327957333,0.00021802522510928684,3
102900011018095,虫草花(袋),1011010801,食用菌,0.12876712328767123,6.9361702127659575,0.6981521414499767,0.39867099461048494,0.38737164081275943,0.002103282436765824,3
102900011021842,洪湖莲藕(粉藕),1011010402,水生根茎类,0.3589041095890411,15.435114503816793,1.0676931915365577,0.4609967497291443,0.34448517470187,0.013045512537240787,5
102900011022030,组合椒系列,1011010504,辣椒类,0.16073059360730593,3.664772727272727,0.916895344896668,0.21153846153846168,0.2129804662885948,0.0013871341224069085,3
102900011022764,长线茄,1011010501,茄类,0.4146118721461187,5.5036145374449355,0.8193791513751106,0.35132339714382677,0.3070240329224987,0.005373566187201428,3
102900011022849,本地黄心油菜,1011010101,花叶类,0.1050228310502283,11.970886956521738,0.6115554429528207,0.5810517791011192,0.7126174271699721,0.0029606216494259146,4
102900011023464,小青菜(1),1011010101,花叶类,0.44931506849315067,6.65105081300813,0.5265194860353152,0.42211157982852443,0.4567853275945153,0.007037430341135204,4
102900011027479,小皱皮,1011010504,辣椒类,0.07397260273972603,2.0202469135802468,0.8560912648840358,-0.6254092313959085,-0.3182679615608256,0.0003519234539390179,3
102900011029176,辣妹子,1011010504,辣椒类,0.06666666666666667,1.6555205479452053,0.7569443930880845,0.05268844527565464,0.4919338204425723,0.00025990592262828226,3
102900011030059,云南生菜(份),1011010101,花叶类,0.365296803652968,35.8625,0.6641632808769871,0.40007539430595473,0.42585408207820374,0.03085029300143737,1
102900011030097,云南油麦菜(份),1011010101,花叶类,0.3744292237442922,21.619512195121953,0.7791019894671419,0.24739031868317474,0.3100076250068782,0.01906287885428657,1
102900011030103,茼蒿(份),1011010101,花叶类,0.07579908675799087,7.072289156626506,0.37170015730303857,0.05731979884522276,0.008348693483682279,0.0012623995811672176,3
102900011030110,菠菜(份),1011010101,花叶类,0.35251141552511417,16.46113989637306,0.6865736855043063,0.2771564400927973,0.29844579972457197,0.013664884052362011,1
102900011030134,菜心(份),1011010101,花叶类,0.2511415525114155,7.465454545454546,0.8240017052108871,0.28437606208224775,0.19442165709598025,0.0044151726407773385,3
102900011030141,上海青(份),1011010101,花叶类,0.26210045662100456,10.703832752613241,0.952743704149179,0.30321273681807814,0.3614288673556285,0.006606629494626392,3
102900011030905,鱼腥草(份),1011010101,花叶类,0.1187214611872146,3.6153846153846154,0.8862921680532655,0.42211538461538445,0.39860139860139854,0.0010107799031492202,4
102900011030912,海鲜菇(份),1011010801,食用菌,0.14794520547945206,8.055555555555555,0.6648290170252166,0.6203317489572218,0.5152371798496069,0.0028065271778930476,4
102900011030929,鲜木耳(份),1011010801,食用菌,0.16621004566210046,4.071428571428571,0.6312227215523037,0.1801167582417582,0.25346901017576307,0.0015935912941139833,3
102900011031100,小米椒(份),1011010504,辣椒类,0.445662100456621,22.256147540983605,0.6731510880572286,0.43323615484761135,0.4094637307238018,0.02335761814490145,1
102900011031582,青尖椒(份),1011010504,辣椒类,0.17625570776255708,4.829015544041451,0.6577874561945819,0.36283749363219564,0.36819702037093327,0.0020043550419895175,3
102900011031926,虫草花(份),1011010801,食用菌,0.2237442922374429,4.526530612244898,0.6817357729552225,0.1237572805784295,0.07523731395757638,0.0023850104523244365,3
102900011031995,姬菇(份),1011010801,食用菌,0.091324200913242,6.84,0.6435140437817222,0.22207357859531784,0.3580501910564906,0.0014710073484129078,3
102900011032022,小皱皮(份),1011010504,辣椒类,0.40273972602739727,11.748299319727892,0.7188481553138851,0.3417819221655123,0.3206707226591481,0.011142235485566192,3
102900011032206,青杭椒(份),1011010504,辣椒类,0.1004566210045662,4.154545454545454,0.7522420907677522,0.07442908653846136,-0.07896519030204519,0.0009828221611472205,3
102900011032213,红杭椒(份),1011010504,辣椒类,0.17534246575342466,3.6927083333333335,0.7480039491031979,0.20503452705957925,0.28192630142327935,0.0015247722368782917,3
102900011032220,水果辣椒(份),1011010504,辣椒类,0.0776255707762557,3.3294117647058825,0.6570538119671777,0.13254437869822477,-0.0026893769610040197,0.0006086185374281475,3
102900011032237,青线椒(份),1011010504,辣椒类,0.2557077625570776,8.239285714285714,0.7624854820676067,0.516589547448379,0.4238038799825339,0.004961423907585641,4
102900011032244,红尖椒(份),1011010504,辣椒类,0.22465753424657534,3.8739837398373984,0.6855451991303501,0.2927112632994988,0.23355263157894735,0.00204951754830044,3
102900011032251,螺丝椒(份),1011010504,辣椒类,0.34885844748858447,21.583769633507853,0.7286397282545166,0.43392927826890104,0.42743576975827935,0.01773166021588366,1
102900011032343,七彩椒(2),1011010504,辣椒类,0.2356164383561644,1.4356007751937985,0.7327821330832327,0.1936080470062993,0.24193958934328808,0.0007965483285700512,3
102900011032350,灯笼椒(2),1011010504,辣椒类,0.09223744292237443,0.7583762376237623,0.7116258291247894,0.4347059450245043,0.19284346665682084,0.0001647270158757822,3
102900011032367,红灯笼椒(2),1011010504,辣椒类,0.16621004566210046,1.1802747252747252,1.0200263642416236,0.24603966007032074,0.24945536234221466,0.0004619694276499659,3
102900011032619,西峡香菇(2),1011010801,食用菌,0.06301369863013699,6.019492753623188,0.9726225800659136,0.2786631437781888,1.7555450692126313,0.0008932391039861978,4
102900011032732,高瓜(2),1011010402,水生根茎类,0.14520547945205478,2.830364779874214,0.8461871014503513,0.20062506317598294,0.14717141648132448,0.0009678282090519938,3
102900011032787,竹叶菜(份),1011010101,花叶类,0.07123287671232877,13.820512820512821,1.0134999754583254,0.08316733067729087,-0.05343599837897306,0.0023183419906273603,3
102900011032848,姜蒜小米椒组合装(小份),1011010504,辣椒类,0.33424657534246577,5.103825136612022,0.7077800454582143,0.5597956730769229,0.7496324301617308,0.004017312466133497,4
102900011033906,保康高山大白菜,1011010101,花叶类,0.182648401826484,32.58684,0.709127053288286,0.19122854631342356,0.31725708749745407,0.014016222544314524,1
102900011033920,黄心菜(2),1011010101,花叶类,0.20365296803652969,8.44716591928251,0.803562042030227,0.5140287617527304,0.5650087425266939,0.004051115526809451,4
102900011033937,金针菇(2),1011010801,食用菌,0.08127853881278539,5.318146067415731,0.5624160588314265,0.16969191264436878,0.1762500851139548,0.0010179091273597302,3
102900011033944,杏鲍菇(2),1011010801,食用菌,0.26757990867579906,4.455337883959045,0.5813499958976136,0.4107668995716385,0.36090319624762124,0.002807417524446037,3
102900011034026,枝江青梗散花,1011010201,花菜类,0.30776255707762556,17.29854896142433,0.591331048635364,0.24338217451915756,0.31133349145331857,0.012537135408463034,1
102900011034224,小青菜(份),1011010101,花叶类,0.1634703196347032,22.687150837988828,0.6083605429704003,0.2331492415039973,0.2478934951129088,0.008733568482316986,1
102900011034231,奶白菜(份),1011010101,花叶类,0.2228310502283105,28.438524590163933,0.5806313937170399,0.3636544449767316,0.2882817255590704,0.014922982442451998,1
102900011034330,双孢菇(盒),1011010801,食用菌,0.26757990867579906,14.46075085324232,0.48180119947178457,0.44326208178438664,0.5133846207400705,0.009112073297113289,4
102900011034439,青红杭椒组合装(份),1011010504,辣椒类,0.20821917808219179,5.521929824561403,0.7031120351338044,0.47978583916083895,0.4998540997957397,0.002707599783116741,4
102900011035078,红椒(2),1011010504,辣椒类,0.26301369863013696,2.6738194444444447,0.6626269219820031,0.44773129801726297,0.41779979486854146,0.0016560876004661459,3
102900011035511,净藕(3),1011010402,水生根茎类,0.0639269406392694,4.982857142857144,0.6130635961123261,0.20725982197567028,0.7800370410759643,0.0007501277238690381,4
102900011035740,蟹味菇与白玉菇双拼(盒),1011010801,食用菌,0.12511415525114156,2.708029197080292,0.7279025522207332,0.41893865628042826,0.4266304347826084,0.0007978709448262993,4
102900011035764,龙牙菜,1011010101,花叶类,0.057534246575342465,2.9655714285714287,0.7844932185183588,0.31898971331446546,0.21392496784989312,0.00040179791507504684,3
102900011035771,黄白菜(1),1011010101,花叶类,0.0639269406392694,2.2373142857142865,1.0518253558667074,1.0312648027265898,0.7955965644828598,0.00033680906849362915,4
102900011035788,西峡香菇(份) ,1011010801,食用菌,0.0593607305936073,5.8307692307692305,0.9764814680233743,0.6804473059979665,0.5207642815363618,0.0008150757091352223,4
102900051000463,圆茄子(2),1011010501,茄类,0.4575342465753425,2.0911956087824355,1.0556784899609784,0.3893353726838449,0.4681131471260547,0.0022531552892563903,5
102900051000944,洪湖藕带,1011010402,水生根茎类,0.2356164383561644,2.8897441860465114,0.7622063610964751,0.6165562478583473,0.5638000208153731,0.0016033851061968386,4
102900051004294,青线椒,1011010504,辣椒类,0.6821917808219178,2.9731204819277104,0.7962491103474162,0.30058837852726605,0.36230663347395353,0.0047763027942171665,5
102900051009336,虫草花,1011010801,食用菌,0.07488584474885844,0.4875243902439024,0.6760817676441063,0.4136950420532066,0.6394490337104379,8.597435784722635e-05,4
102900051010455,黄白菜(2),1011010101,花叶类,0.8255707762557077,8.848867256637169,1.1835882265482296,0.42991861789823393,0.4650504381030587,0.017203422337306776,5
106930274220092,蟹味菇(袋),1011010801,食用菌,0.091324200913242,4.01,1.2209243025822147,-0.027415491083311094,0.06675286891870047,0.0008623888109847602,3
106949711300068,金针菇(袋)(3),1011010801,食用菌,0.2356164383561644,9.87984496124031,1.0440499556840839,0.2533314479638009,0.32659507264687315,0.005481868027930558,3
106949711300167,金针菇(袋)(2),1011010801,食用菌,0.1963470319634703,14.82325581395349,0.7689776364807873,0.7515163312978976,0.7118193567265718,0.006853947981567159,4
106949711300259,金针菇(盒),1011010801,食用菌,0.3917808219178082,36.38228438228438,0.9098575912725989,0.5177418972144452,0.5202007053087503,0.03356649516670857,1
106958851400125,海鲜菇(袋)(4),1011010801,食用菌,0.2867579908675799,6.850318471337579,0.8185141966973214,0.3161696559995639,0.4907319067738858,0.004625931003561644,3
106971533450003,海鲜菇(包),1011010801,食用菌,0.108675799086758,10.949579831932773,0.5483304928318364,0.7206936013533685,0.563037742342549,0.0028022259868158168,4
106971533455008,海鲜菇(袋)(3),1011010801,食用菌,0.2191780821917808,7.404166666666667,0.7312650331580646,0.522560509111142,0.4096152294910058,0.0038216082721194986,4
