分类编码,分类名称,ln价格,ln销量
1011010101,花叶类,1.7883,5.0730
1011010101,花叶类,1.7990,5.6533
1011010101,花叶类,1.8034,5.6656
1011010101,花叶类,1.9976,5.5273
1011010101,花叶类,1.7990,5.4095
1011010101,花叶类,1.8783,4.9863
1011010101,花叶类,1.8369,5.1884
1011010101,花叶类,1.7575,5.4152
1011010101,花叶类,1.8308,5.3609
1011010101,花叶类,1.8212,5.4156
1011010101,花叶类,1.8489,5.1807
1011010101,花叶类,1.8748,5.0412
1011010101,花叶类,1.8682,5.1752
1011010101,花叶类,1.8733,5.0853
1011010101,花叶类,1.9176,5.4573
1011010101,花叶类,1.9224,5.4529
1011010101,花叶类,1.9239,5.5240
1011010101,花叶类,1.9205,5.2051
1011010101,花叶类,1.9409,5.1559
1011010101,花叶类,1.9570,5.1481
1011010101,花叶类,1.9839,5.0036
1011010101,花叶类,2.0725,5.1429
1011010101,花叶类,2.0725,5.5327
1011010101,花叶类,2.0737,5.4337
1011010101,花叶类,2.2294,5.1187
1011010101,花叶类,2.2117,5.3755
1011010101,花叶类,2.1651,5.2874
1011010101,花叶类,2.1502,5.3933
1011010101,花叶类,2.1829,5.3851
1011010101,花叶类,2.1185,5.3698
1011010101,花叶类,2.1214,5.8589
1011010101,花叶类,2.1417,5.4123
1011010101,花叶类,2.1230,5.3736
1011010101,花叶类,2.1563,5.3377
1011010101,花叶类,2.1482,5.0776
1011010101,花叶类,2.1326,5.0236
1011010101,花叶类,2.1219,5.4671
1011010101,花叶类,2.0736,5.5185
1011010101,花叶类,2.1212,5.2019
1011010101,花叶类,2.1207,5.2668
1011010101,花叶类,1.9708,5.4076
1011010101,花叶类,2.0098,5.2874
1011010101,花叶类,1.9789,5.2694
1011010101,花叶类,1.9968,5.3604
1011010101,花叶类,2.0276,5.2667
1011010101,花叶类,2.0540,5.4571
1011010101,花叶类,2.1360,5.6439
1011010101,花叶类,2.1583,6.2307
1011010101,花叶类,2.1787,5.4951
1011010101,花叶类,1.9416,5.2768
1011010101,花叶类,1.8976,5.7042
1011010101,花叶类,1.8680,5.5361
1011010101,花叶类,1.8606,5.1932
1011010101,花叶类,2.0139,5.4264
1011010101,花叶类,1.9675,5.2159
1011010101,花叶类,1.9595,5.1663
1011010101,花叶类,1.7781,4.9757
1011010101,花叶类,1.7378,4.9380
1011010101,花叶类,1.8391,4.9130
1011010101,花叶类,1.9941,5.2479
1011010101,花叶类,1.9989,5.0538
1011010101,花叶类,1.9259,5.6216
1011010101,花叶类,1.9198,5.3847
1011010101,花叶类,2.1086,5.7485
1011010101,花叶类,2.1424,5.4877
1011010101,花叶类,1.9973,5.2094
1011010101,花叶类,2.0707,5.2258
1011010101,花叶类,2.0058,4.9787
1011010101,花叶类,2.0389,5.3527
1011010101,花叶类,2.1313,5.6658
1011010101,花叶类,1.9786,5.6015
1011010101,花叶类,2.1733,5.3554
1011010101,花叶类,2.0956,5.1411
1011010101,花叶类,2.0830,4.7841
1011010101,花叶类,2.0831,5.0649
1011010101,花叶类,2.1428,5.0268
1011010101,花叶类,2.1540,5.1302
1011010101,花叶类,2.1585,5.1707
1011010101,花叶类,2.1818,4.5088
1011010101,花叶类,2.1584,4.6064
1011010101,花叶类,2.1342,4.6789
1011010101,花叶类,2.0568,4.8525
1011010101,花叶类,1.9704,4.9480
1011010101,花叶类,1.9661,5.5909
1011010101,花叶类,1.8895,5.2969
1011010101,花叶类,1.9283,4.7451
1011010101,花叶类,1.9460,4.9031
1011010101,花叶类,1.9444,4.6396
1011010101,花叶类,1.9307,4.4617
1011010101,花叶类,1.9472,5.1199
1011010101,花叶类,1.9636,5.2970
1011010101,花叶类,2.1142,5.0824
1011010101,花叶类,2.1018,4.7123
1011010101,花叶类,1.9228,4.8737
1011010101,花叶类,2.1868,4.9649
1011010101,花叶类,2.0733,5.0894
1011010101,花叶类,1.9720,5.1933
1011010101,花叶类,1.9715,5.3578
1011010101,花叶类,1.9990,5.2576
1011010101,花叶类,2.0051,5.1844
1011010101,花叶类,1.9561,4.0184
1011010101,花叶类,2.0111,5.2888
1011010101,花叶类,2.0196,4.9192
1011010101,花叶类,2.0206,4.9769
1011010101,花叶类,2.0460,5.3200
1011010101,花叶类,2.0635,5.3548
1011010101,花叶类,2.0414,4.9997
1011010101,花叶类,1.9840,4.8458
1011010101,花叶类,1.9579,5.0228
1011010101,花叶类,1.9115,4.8682
1011010101,花叶类,1.9147,4.8737
1011010101,花叶类,1.8928,5.2727
1011010101,花叶类,1.8860,5.2702
1011010101,花叶类,1.8471,4.9037
1011010101,花叶类,1.8117,5.0154
1011010101,花叶类,1.7261,5.2092
1011010101,花叶类,1.7955,5.0160
1011010101,花叶类,1.7427,5.1430
1011010101,花叶类,1.8038,5.5790
1011010101,花叶类,1.7996,5.4017
1011010101,花叶类,1.7863,5.0190
1011010101,花叶类,1.8457,4.9069
1011010101,花叶类,1.8321,4.8376
1011010101,花叶类,1.8477,4.9045
1011010101,花叶类,1.8294,4.9315
1011010101,花叶类,1.8400,5.1465
1011010101,花叶类,1.8393,5.2910
1011010101,花叶类,1.7881,5.4217
1011010101,花叶类,1.7572,5.3032
1011010101,花叶类,1.7607,5.3158
1011010101,花叶类,1.7584,5.0228
1011010101,花叶类,1.7813,4.9939
1011010101,花叶类,1.7489,5.0801
1011010101,花叶类,1.7580,5.3784
1011010101,花叶类,1.6541,5.0608
1011010101,花叶类,1.6452,5.2473
1011010101,花叶类,1.7009,5.2069
1011010101,花叶类,1.6538,5.0581
1011010101,花叶类,1.6577,5.2529
1011010101,花叶类,1.6386,5.5540
1011010101,花叶类,1.6090,5.3594
1011010101,花叶类,1.6251,5.1742
1011010101,花叶类,1.6358,5.1549
1011010101,花叶类,1.6228,4.9475
1011010101,花叶类,1.6047,5.0029
1011010101,花叶类,1.6079,4.6679
1011010101,花叶类,1.6498,5.2489
1011010101,花叶类,1.6146,5.3811
1011010101,花叶类,1.6304,5.0028
1011010101,花叶类,1.6120,4.8700
1011010101,花叶类,1.6336,5.1148
1011010101,花叶类,1.6663,4.9784
1011010101,花叶类,1.6285,4.8189
1011010101,花叶类,1.6852,5.1978
1011010101,花叶类,1.6851,5.2793
1011010101,花叶类,1.6782,5.2574
1011010101,花叶类,1.6752,5.0179
1011010101,花叶类,1.7301,5.1847
1011010101,花叶类,1.6885,4.9584
1011010101,花叶类,1.6759,4.7966
1011010101,花叶类,1.6709,5.3195
1011010101,花叶类,1.6461,5.4064
1011010101,花叶类,1.6791,5.0008
1011010101,花叶类,1.6863,4.9732
1011010101,花叶类,1.7490,4.8391
1011010101,花叶类,1.7765,4.8041
1011010101,花叶类,1.7736,4.8674
1011010101,花叶类,1.7829,5.3484
1011010101,花叶类,1.7584,5.3532
1011010101,花叶类,1.7440,5.1398
1011010101,花叶类,1.7636,4.8498
1011010101,花叶类,1.7888,4.6539
1011010101,花叶类,1.7538,4.7319
1011010101,花叶类,1.7592,5.0165
1011010101,花叶类,1.8038,5.3150
1011010101,花叶类,1.7829,5.3098
1011010101,花叶类,1.7792,5.0111
1011010101,花叶类,1.8000,4.8420
1011010101,花叶类,1.8105,4.8139
1011010101,花叶类,1.8147,4.8516
1011010101,花叶类,1.8147,4.9876
1011010101,花叶类,1.7980,5.2867
1011010101,花叶类,1.7896,5.3639
1011010101,花叶类,1.7877,4.8346
1011010101,花叶类,1.7937,4.7023
1011010101,花叶类,1.8045,4.8316
1011010101,花叶类,1.7988,5.0012
1011010101,花叶类,1.7853,4.8947
1011010101,花叶类,1.7928,5.2879
1011010101,花叶类,1.7775,5.2848
1011010101,花叶类,1.7732,5.1721
1011010101,花叶类,1.7662,5.1583
1011010101,花叶类,1.7358,5.0074
1011010101,花叶类,1.7358,4.9663
1011010101,花叶类,1.7496,4.7446
1011010101,花叶类,1.7609,5.1709
1011010101,花叶类,1.7713,5.3611
1011010101,花叶类,1.8012,4.9438
1011010101,花叶类,1.7763,5.0091
1011010101,花叶类,1.7629,5.0990
1011010101,花叶类,1.7695,4.9541
1011010101,花叶类,1.7911,5.4641
1011010101,花叶类,1.7881,5.4101
1011010101,花叶类,1.7271,5.4554
1011010101,花叶类,1.7271,5.1638
1011010101,花叶类,1.7345,5.0263
1011010101,花叶类,1.7106,5.0282
1011010101,花叶类,1.7685,5.0410
1011010101,花叶类,1.7516,5.0149
1011010101,花叶类,1.7525,5.3323
1011010101,花叶类,1.7543,5.5155
1011010101,花叶类,1.7007,5.0458
1011010101,花叶类,1.7545,5.2422
1011010101,花叶类,1.7709,5.3269
1011010101,花叶类,1.7937,5.2659
1011010101,花叶类,1.8185,5.3667
1011010101,花叶类,1.7921,5.5451
1011010101,花叶类,1.7931,5.5265
1011010101,花叶类,1.7888,5.6459
1011010101,花叶类,1.7873,5.5791
1011010101,花叶类,1.7965,5.7471
1011010101,花叶类,1.7917,5.5051
1011010101,花叶类,1.7996,5.2457
1011010101,花叶类,1.8071,5.4471
1011010101,花叶类,1.8346,5.5827
1011010101,花叶类,1.8461,5.4568
1011010101,花叶类,1.8836,5.2637
1011010101,花叶类,1.7684,5.4181
1011010101,花叶类,1.8385,5.6200
1011010101,花叶类,1.8268,5.6134
1011010101,花叶类,1.8282,5.6388
1011010101,花叶类,1.8659,5.6976
1011010101,花叶类,1.8839,5.2500
1011010101,花叶类,1.9463,5.2107
1011010101,花叶类,1.9293,5.2235
1011010101,花叶类,1.9403,5.2108
1011010101,花叶类,1.9696,5.2736
1011010101,花叶类,1.9701,5.4888
1011010101,花叶类,1.9204,5.6389
1011010101,花叶类,1.9037,5.1839
1011010101,花叶类,1.9096,5.1240
1011010101,花叶类,1.9686,4.9782
1011010101,花叶类,1.9303,5.5432
1011010101,花叶类,1.9695,5.5570
1011010101,花叶类,1.9761,5.5009
1011010101,花叶类,1.9815,5.4341
1011010101,花叶类,1.9905,5.1851
1011010101,花叶类,2.0092,5.1109
1011010101,花叶类,2.0272,5.1798
1011010101,花叶类,2.0352,5.0837
1011010101,花叶类,2.0323,5.0054
1011010101,花叶类,2.0308,5.3998
1011010101,花叶类,2.0430,5.4746
1011010101,花叶类,2.0867,5.2572
1011010101,花叶类,2.0551,5.0957
1011010101,花叶类,2.0626,5.0831
1011010101,花叶类,2.0737,4.7957
1011010101,花叶类,2.0729,4.8970
1011010101,花叶类,2.0721,5.5507
1011010101,花叶类,2.0719,5.6187
1011010101,花叶类,1.9991,5.0284
1011010101,花叶类,1.9730,5.0955
1011010101,花叶类,1.9859,5.0128
1011010101,花叶类,1.9857,4.5794
1011010101,花叶类,1.9584,4.8547
1011010101,花叶类,2.0039,4.9083
1011010101,花叶类,2.0257,5.3864
1011010101,花叶类,2.0196,5.4179
1011010101,花叶类,2.0115,5.4808
1011010101,花叶类,2.0485,4.9402
1011010101,花叶类,2.0321,4.6755
1011010101,花叶类,1.9906,4.6548
1011010101,花叶类,1.9743,5.2384
1011010101,花叶类,1.9789,5.0231
1011010101,花叶类,1.9612,4.5734
1011010101,花叶类,1.9900,4.6445
1011010101,花叶类,1.9444,4.7286
1011010101,花叶类,1.9932,4.6646
1011010101,花叶类,1.9711,5.3253
1011010101,花叶类,1.9445,5.1640
1011010101,花叶类,1.9283,5.1826
1011010101,花叶类,1.9343,5.1643
1011010101,花叶类,1.9627,5.2212
1011010101,花叶类,1.9827,5.5892
1011010101,花叶类,1.9959,5.2155
1011010101,花叶类,2.0326,4.9360
1011010101,花叶类,2.1555,4.8937
1011010101,花叶类,2.1699,5.5767
1011010101,花叶类,2.1091,4.4824
1011010101,花叶类,2.1600,4.6090
1011010101,花叶类,2.1611,4.5171
1011010101,花叶类,2.2546,4.3543
1011010101,花叶类,2.3324,4.9856
1011010101,花叶类,2.3274,5.6116
1011010101,花叶类,2.3781,5.0974
1011010101,花叶类,2.4008,4.4401
1011010101,花叶类,2.4083,4.3654
1011010101,花叶类,2.4546,4.6945
1011010101,花叶类,2.4660,4.3803
1011010101,花叶类,2.4600,4.3299
1011010101,花叶类,2.4865,4.6236
1011010101,花叶类,2.4865,4.6153
1011010101,花叶类,2.4624,3.8827
1011010101,花叶类,2.4427,4.2039
1011010101,花叶类,2.4250,4.5510
1011010101,花叶类,2.4039,4.3937
1011010101,花叶类,2.3333,4.4968
1011010101,花叶类,2.2582,4.9486
1011010101,花叶类,2.2069,4.5255
1011010101,花叶类,2.2218,4.1104
1011010101,花叶类,2.1810,4.2203
1011010101,花叶类,2.0801,3.9234
1011010101,花叶类,2.0339,4.1597
1011010101,花叶类,1.9866,4.4354
1011010101,花叶类,2.0745,4.6872
1011010101,花叶类,2.1211,4.9828
1011010101,花叶类,2.1055,4.1953
1011010101,花叶类,2.1695,3.8134
1011010101,花叶类,2.1892,3.8931
1011010101,花叶类,2.2388,3.8875
1011010101,花叶类,2.2576,3.9401
1011010101,花叶类,2.1984,4.2549
1011010101,花叶类,2.1464,4.5997
1011010101,花叶类,2.1764,3.7523
1011010101,花叶类,2.1562,3.9800
1011010101,花叶类,2.1859,3.8219
1011010101,花叶类,2.2035,3.7344
1011010101,花叶类,2.2166,3.6378
1011010101,花叶类,2.1528,4.5665
1011010101,花叶类,2.1876,4.3917
1011010101,花叶类,2.1839,3.7435
1011010101,花叶类,2.1339,4.0186
1011010101,花叶类,2.1107,3.6887
1011010101,花叶类,2.1379,3.8046
1011010101,花叶类,2.0970,3.9481
1011010101,花叶类,2.0394,4.2203
1011010101,花叶类,2.0521,4.3611
1011010101,花叶类,2.0167,4.0581
1011010101,花叶类,1.9596,3.7614
1011010101,花叶类,1.9265,4.3231
1011010101,花叶类,1.9466,4.0666
1011010101,花叶类,1.9475,4.3020
1011010101,花叶类,1.9286,4.5423
1011010101,花叶类,1.9563,4.7465
1011010101,花叶类,2.0325,4.1625
1011010101,花叶类,1.9586,4.1473
1011010101,花叶类,1.9420,4.2539
1011010101,花叶类,1.9145,4.0548
1011010101,花叶类,1.8930,4.2239
1011010101,花叶类,1.9142,4.9508
1011010101,花叶类,1.9042,4.7566
1011010101,花叶类,1.8220,4.1258
1011010101,花叶类,1.8820,4.1914
1011010101,花叶类,1.7015,4.6217
1011010101,花叶类,1.3515,4.5964
1011010101,花叶类,1.5218,4.5807
1011010101,花叶类,1.5838,4.6949
1011010101,花叶类,1.7663,4.9965
1011010101,花叶类,1.4886,4.4168
1011010101,花叶类,1.6649,4.2628
1011010101,花叶类,1.6686,4.3272
1011010101,花叶类,1.4445,4.5132
1011010101,花叶类,1.4620,4.7953
1011010101,花叶类,1.5173,5.1973
1011010101,花叶类,1.4596,5.3477
1011010101,花叶类,1.3943,4.4153
1011010101,花叶类,1.4336,4.4548
1011010101,花叶类,1.5703,4.2219
1011010101,花叶类,1.4022,4.4340
1011010101,花叶类,1.4477,4.8339
1011010101,花叶类,1.3926,4.9302
1011010101,花叶类,1.3675,4.7098
1011010101,花叶类,1.4169,4.5007
1011010101,花叶类,1.3953,4.2540
1011010101,花叶类,1.4429,4.1844
1011010101,花叶类,1.4318,4.0996
1011010101,花叶类,1.4317,4.5072
1011010101,花叶类,1.4530,4.8734
1011010101,花叶类,1.4323,4.9940
1011010101,花叶类,1.3950,4.3355
1011010101,花叶类,1.4371,4.4561
1011010101,花叶类,1.3630,4.4454
1011010101,花叶类,1.3819,4.2955
1011010101,花叶类,1.3748,4.6357
1011010101,花叶类,1.3371,4.8212
1011010101,花叶类,1.4357,4.9211
1011010101,花叶类,1.4195,4.5041
1011010101,花叶类,1.3960,4.4526
1011010101,花叶类,1.4529,4.8650
1011010101,花叶类,1.4378,4.9044
1011010101,花叶类,1.4526,4.9840
1011010101,花叶类,1.5029,5.3485
1011010101,花叶类,1.5404,5.2295
1011010101,花叶类,1.5743,5.2336
1011010101,花叶类,1.6141,5.0317
1011010101,花叶类,1.7059,5.1513
1011010101,花叶类,1.6910,5.1459
1011010101,花叶类,1.6702,5.2371
1011010101,花叶类,1.7630,5.3416
1011010101,花叶类,2.0436,5.4338
1011010101,花叶类,2.2644,4.1432
1011010101,花叶类,2.1850,4.4820
1011010101,花叶类,2.2494,4.7582
1011010101,花叶类,1.6948,5.3776
1011010101,花叶类,1.6748,5.3384
1011010101,花叶类,1.5442,5.3936
1011010101,花叶类,1.4698,5.0755
1011010101,花叶类,1.4240,5.0894
1011010101,花叶类,1.4368,4.9293
1011010101,花叶类,1.3777,4.7547
1011010101,花叶类,1.3868,4.8866
1011010101,花叶类,1.4017,5.0400
1011010101,花叶类,1.4252,5.1111
1011010101,花叶类,1.3526,5.0107
1011010101,花叶类,1.5124,5.0399
1011010101,花叶类,1.5260,4.5953
1011010101,花叶类,1.4654,4.7192
1011010101,花叶类,1.5141,4.5929
1011010101,花叶类,1.5991,4.7928
1011010101,花叶类,2.0181,4.6627
1011010101,花叶类,1.8323,4.4472
1011010101,花叶类,1.8383,4.3613
1011010101,花叶类,1.7959,4.1776
1011010101,花叶类,1.6220,4.3194
1011010101,花叶类,1.6376,4.5688
1011010101,花叶类,1.5882,4.7750
1011010101,花叶类,1.5628,4.5497
1011010101,花叶类,1.5737,4.3475
1011010101,花叶类,1.5374,4.3213
1011010101,花叶类,1.6098,4.2501
1011010101,花叶类,1.5928,4.1278
1011010101,花叶类,1.6808,4.3647
1011010101,花叶类,1.9455,4.8323
1011010101,花叶类,1.8530,4.9500
1011010101,花叶类,1.8044,4.3397
1011010101,花叶类,1.6366,4.4088
1011010101,花叶类,1.6782,4.1905
1011010101,花叶类,1.6454,4.2974
1011010101,花叶类,1.6719,4.4866
1011010101,花叶类,1.7781,4.8657
1011010101,花叶类,1.6527,4.6202
1011010101,花叶类,1.5698,4.5878
1011010101,花叶类,1.6122,4.6282
1011010101,花叶类,1.6533,4.6598
1011010101,花叶类,1.4805,4.6858
1011010101,花叶类,1.4188,4.7194
1011010101,花叶类,1.5883,5.3047
1011010101,花叶类,1.4926,5.1578
1011010101,花叶类,1.5020,5.2613
1011010101,花叶类,1.5133,4.8922
1011010101,花叶类,1.4965,4.5018
1011010101,花叶类,1.4864,4.6653
1011010101,花叶类,1.5257,4.8865
1011010101,花叶类,1.6372,5.0274
1011010101,花叶类,1.5665,4.9463
1011010101,花叶类,1.5821,4.4526
1011010101,花叶类,1.7157,4.3213
1011010101,花叶类,1.7605,4.4566
1011010101,花叶类,1.7012,4.5281
1011010101,花叶类,1.5699,4.8695
1011010101,花叶类,1.6899,4.8916
1011010101,花叶类,1.6051,4.7144
1011010101,花叶类,1.5877,5.0021
1011010101,花叶类,1.6679,4.9865
1011010101,花叶类,1.5882,4.7000
1011010101,花叶类,1.6510,4.4450
1011010101,花叶类,1.6333,4.4734
1011010101,花叶类,1.7378,4.9495
1011010101,花叶类,1.5832,5.2289
1011010101,花叶类,1.6159,4.5372
1011010101,花叶类,1.6480,4.6660
1011010101,花叶类,1.7489,4.6088
1011010101,花叶类,1.5752,4.8566
1011010101,花叶类,1.6629,4.8815
1011010101,花叶类,1.5194,4.8268
1011010101,花叶类,1.8835,4.6779
1011010101,花叶类,1.5783,4.7245
1011010101,花叶类,1.5258,4.6190
1011010101,花叶类,1.4246,4.6566
1011010101,花叶类,1.4306,4.7256
1011010101,花叶类,1.4706,4.7366
1011010101,花叶类,1.6279,4.7762
1011010101,花叶类,1.4812,4.5970
1011010101,花叶类,1.4074,4.7567
1011010101,花叶类,1.2543,4.5192
1011010101,花叶类,1.3595,4.4865
1011010101,花叶类,1.2774,4.7149
1011010101,花叶类,1.2419,4.6639
1011010101,花叶类,1.7747,4.9631
1011010101,花叶类,1.7478,4.9923
1011010101,花叶类,1.8310,4.7490
1011010101,花叶类,1.8659,4.4795
1011010101,花叶类,1.8851,4.6613
1011010101,花叶类,1.8649,4.5070
1011010101,花叶类,1.8518,4.5610
1011010101,花叶类,1.8461,4.7353
1011010101,花叶类,1.8210,4.7581
1011010101,花叶类,1.8555,4.5183
1011010101,花叶类,1.8281,4.5583
1011010101,花叶类,1.8303,4.4568
1011010101,花叶类,1.8496,4.3773
1011010101,花叶类,1.8773,4.6345
1011010101,花叶类,1.8566,5.0714
1011010101,花叶类,1.8550,5.0595
1011010101,花叶类,1.8354,4.4162
1011010101,花叶类,1.8541,4.2065
1011010101,花叶类,1.8634,4.5296
1011010101,花叶类,1.8625,4.5257
1011010101,花叶类,1.8816,4.5070
1011010101,花叶类,1.8824,5.0412
1011010101,花叶类,1.8327,5.1066
1011010101,花叶类,1.8181,4.5289
1011010101,花叶类,1.7787,4.8073
1011010101,花叶类,1.7684,4.4401
1011010101,花叶类,1.7675,4.4814
1011010101,花叶类,1.7675,4.4608
1011010101,花叶类,1.6764,5.2408
1011010101,花叶类,1.6672,5.1847
1011010101,花叶类,1.6243,4.5273
1011010101,花叶类,1.6308,4.4754
1011010101,花叶类,1.6011,4.5052
