单品A编码,单品A名称,单品B编码,单品B名称,相关系数,p值,FDR_q值,符号,是否稳健边
102900005115779,云南生菜,102900011032848,姜蒜小米椒组合装(小份),-0.62,0.0,0.0,负,否
102900005115779,云南生菜,102900011033920,黄心菜(2),-0.4458,0.0,0.0,负,否
102900005115779,云南生菜,102900011033944,杏鲍菇(2),-0.5438,0.0,0.0,负,否
102900005115779,云南生菜,102900011034026,枝江青梗散花,-0.5683,0.0,0.0,负,否
102900005115779,云南生菜,102900011034224,小青菜(份),-0.4208,0.0,0.0,负,否
102900005115779,云南生菜,102900011034231,奶白菜(份),-0.5447,0.0,0.0,负,否
102900005115779,云南生菜,102900011034330,双孢菇(盒),-0.4929,0.0,0.0,负,否
102900005115779,云南生菜,102900011034439,青红杭椒组合装(份),-0.4748,0.0,0.0,负,否
102900005115779,云南生菜,102900011035078,红椒(2),-0.5613,0.0,0.0,负,否
102900005115779,云南生菜,102900051004294,青线椒,0.62,0.0,0.0,正,是
102900005115779,云南生菜,106949711300259,金针菇(盒),-0.5089,0.0,0.0,负,否
102900005115779,云南生菜,106958851400125,海鲜菇(袋)(4),0.402,0.0,0.0,正,是
102900005115793,小白菜,102900005115908,菜心,0.4759,0.0,0.0,正,否
102900005115793,小白菜,102900005115984,云南油麦菜,0.4106,0.0,0.0,正,是
102900005115793,小白菜,102900005116509,青茄子(1),0.4109,0.0,0.0,正,是
102900005115793,小白菜,102900005116912,姬菇(1),0.4003,0.0,0.0,正,否
102900005115793,小白菜,102900005119944,海鲜菇(1),0.4883,0.0,0.0,正,否
102900005115793,小白菜,102900005119975,红薯尖,0.4431,0.0,0.0,正,是
102900005115793,小白菜,102900005125815,杏鲍菇(1),0.4496,0.0,0.0,正,否
102900005115793,小白菜,102900011030059,云南生菜(份),-0.4028,0.0,0.0,负,否
102900005115793,小白菜,102900011030097,云南油麦菜(份),-0.4377,0.0,0.0,负,否
102900005115793,小白菜,102900011032022,小皱皮(份),-0.4126,0.0,0.0,负,否
102900005115793,小白菜,102900011034026,枝江青梗散花,-0.4062,0.0,0.0,负,否
102900005115793,小白菜,102900051004294,青线椒,0.4248,0.0,0.0,正,是
102900005115823,上海青,102900005115908,菜心,0.5577,0.0,0.0,正,是
102900005115823,上海青,102900005115960,大白菜,0.4447,0.0,0.0,正,否
102900005115823,上海青,102900005115984,云南油麦菜,0.5968,0.0,0.0,正,是
102900005115823,上海青,102900005116226,青尖椒,0.5659,0.0,0.0,正,是
102900005115823,上海青,102900005116233,红椒(1),0.442,0.0,0.0,正,是
102900005115823,上海青,102900005116547,金针菇(1),0.5861,0.0,0.0,正,否
102900005115823,上海青,102900005116790,黄心菜(1),0.4313,0.0,0.0,正,否
102900005115823,上海青,102900005116912,姬菇(1),0.474,0.0,0.0,正,否
102900005115823,上海青,102900005116943,红杭椒,0.5963,0.0,0.0,正,是
102900005115823,上海青,102900005117056,泡泡椒(精品),0.4026,0.0,0.0,正,否
102900005115823,上海青,102900005119944,海鲜菇(1),0.4523,0.0,0.0,正,否
102900005115823,上海青,102900005125808,小米椒,0.5515,0.0,0.0,正,是
102900005115823,上海青,102900005125815,杏鲍菇(1),0.5962,0.0,0.0,正,否
102900005115823,上海青,102900011000328,螺丝椒,0.4664,0.0,0.0,正,是
102900005115823,上海青,102900011001806,姬菇(包),0.4513,0.0,0.0,正,否
102900005115823,上海青,102900011009246,鲜木耳(1),0.4388,0.0,0.0,正,否
102900005115823,上海青,102900011009970,青梗散花,0.5401,0.0,0.0,正,否
102900005115823,上海青,102900011030059,云南生菜(份),-0.458,0.0,0.0,负,否
102900005115823,上海青,102900011030097,云南油麦菜(份),-0.4668,0.0,0.0,负,否
102900005115823,上海青,102900011030134,菜心(份),-0.4284,0.0,0.0,负,否
102900005115823,上海青,102900011030141,上海青(份),-0.4759,0.0,0.0,负,否
102900005115823,上海青,102900011031100,小米椒(份),-0.4916,0.0,0.0,负,否
102900005115823,上海青,102900011032022,小皱皮(份),-0.4768,0.0,0.0,负,否
102900005115823,上海青,102900011032237,青线椒(份),-0.4011,0.0,0.0,负,否
102900005115823,上海青,102900011032244,红尖椒(份),-0.4066,0.0,0.0,负,否
102900005115823,上海青,102900011032251,螺丝椒(份),-0.4061,0.0,0.0,负,否
102900005115823,上海青,102900011033920,黄心菜(2),-0.4443,0.0,0.0,负,否
102900005115823,上海青,102900011033944,杏鲍菇(2),-0.4341,0.0,0.0,负,否
102900005115823,上海青,102900011034026,枝江青梗散花,-0.4773,0.0,0.0,负,否
102900005115823,上海青,102900011034224,小青菜(份),-0.4276,0.0,0.0,负,否
102900005115823,上海青,102900051004294,青线椒,0.5598,0.0,0.0,正,是
102900005115861,牛首油菜,102900005115960,大白菜,0.4285,0.0,0.0,正,否
102900005115861,牛首油菜,102900005116837,平菇,0.5958,0.0,0.0,正,是
102900005115861,牛首油菜,102900005117056,泡泡椒(精品),0.4201,0.0,0.0,正,否
102900005115861,牛首油菜,102900011001806,姬菇(包),0.4112,0.0,0.0,正,是
102900005115861,牛首油菜,102900011001813,金针菇(袋)(1),0.437,0.0,0.0,正,否
102900005115861,牛首油菜,102900011011546,海鲜菇(袋)(1),0.4974,0.0,0.0,正,否
102900005115861,牛首油菜,102900011012994,杏鲍菇(袋),0.425,0.0,0.0,正,是
102900005115861,牛首油菜,102900011018095,虫草花(袋),0.4248,0.0,0.0,正,否
102900005115885,蔡甸藜蒿,102900011018095,虫草花(袋),0.4243,0.0,0.0,正,否
102900005115908,菜心,102900005115960,大白菜,0.4602,0.0,0.0,正,否
102900005115908,菜心,102900005115984,云南油麦菜,0.5296,0.0,0.0,正,否
102900005115908,菜心,102900005116226,青尖椒,0.5582,0.0,0.0,正,是
102900005115908,菜心,102900005116233,红椒(1),0.4314,0.0,0.0,正,否
102900005115908,菜心,102900005116509,青茄子(1),0.4265,0.0,0.0,正,否
102900005115908,菜心,102900005116530,西峡香菇(1),0.4053,0.0,0.0,正,是
102900005115908,菜心,102900005116547,金针菇(1),0.6098,0.0,0.0,正,否
102900005115908,菜心,102900005116790,黄心菜(1),0.4634,0.0,0.0,正,否
102900005115908,菜心,102900005116837,平菇,0.4258,0.0,0.0,正,是
102900005115908,菜心,102900005116912,姬菇(1),0.4645,0.0,0.0,正,否
102900005115908,菜心,102900005116943,红杭椒,0.6499,0.0,0.0,正,是
102900005115908,菜心,102900005117056,泡泡椒(精品),0.4961,0.0,0.0,正,否
102900005115908,菜心,102900005119944,海鲜菇(1),0.535,0.0,0.0,正,否
102900005115908,菜心,102900005125808,小米椒,0.615,0.0,0.0,正,是
102900005115908,菜心,102900005125815,杏鲍菇(1),0.6516,0.0,0.0,正,否
102900005115908,菜心,102900011000328,螺丝椒,0.402,0.0,0.0,正,否
102900005115908,菜心,102900011001806,姬菇(包),0.4756,0.0,0.0,正,否
102900005115908,菜心,102900011009444,大龙茄子,0.4682,0.0,0.0,正,否
102900005115908,菜心,102900011009970,青梗散花,0.571,0.0,0.0,正,否
102900005115908,菜心,102900011030059,云南生菜(份),-0.4426,0.0,0.0,负,否
102900005115908,菜心,102900011030097,云南油麦菜(份),-0.4575,0.0,0.0,负,否
102900005115908,菜心,102900011030134,菜心(份),-0.4053,0.0,0.0,负,否
102900005115908,菜心,102900011030141,上海青(份),-0.4278,0.0,0.0,负,否
102900005115908,菜心,102900011031100,小米椒(份),-0.4962,0.0,0.0,负,否
102900005115908,菜心,102900011032022,小皱皮(份),-0.487,0.0,0.0,负,否
102900005115908,菜心,102900011032251,螺丝椒(份),-0.4065,0.0,0.0,负,否
102900005115908,菜心,102900011032848,姜蒜小米椒组合装(小份),-0.4224,0.0,0.0,负,否
102900005115908,菜心,102900011033920,黄心菜(2),-0.4081,0.0,0.0,负,否
102900005115908,菜心,102900011034026,枝江青梗散花,-0.4244,0.0,0.0,负,否
102900005115908,菜心,102900051000463,圆茄子(2),0.4101,0.0,0.0,正,是
102900005115908,菜心,102900051004294,青线椒,0.5759,0.0,0.0,正,否
102900005115908,菜心,106949711300259,金针菇(盒),-0.4144,0.0,0.0,负,否
102900005115960,大白菜,102900005115984,云南油麦菜,0.5324,0.0,0.0,正,否
102900005115960,大白菜,102900005116226,青尖椒,0.4544,0.0,0.0,正,是
102900005115960,大白菜,102900005116233,红椒(1),0.4096,0.0,0.0,正,是
102900005115960,大白菜,102900005116547,金针菇(1),0.7575,0.0,0.0,正,是
102900005115960,大白菜,102900005116790,黄心菜(1),0.6071,0.0,0.0,正,是
102900005115960,大白菜,102900005116837,平菇,0.6545,0.0,0.0,正,是
102900005115960,大白菜,102900005116912,姬菇(1),0.5167,0.0,0.0,正,否
102900005115960,大白菜,102900005116943,红杭椒,0.5401,0.0,0.0,正,是
102900005115960,大白菜,102900005117056,泡泡椒(精品),0.6234,0.0,0.0,正,否
102900005115960,大白菜,102900005117209,七彩椒(1),0.4259,0.0,0.0,正,是
102900005115960,大白菜,102900005119944,海鲜菇(1),0.4512,0.0,0.0,正,否
102900005115960,大白菜,102900005125808,小米椒,0.5416,0.0,0.0,正,是
102900005115960,大白菜,102900005125815,杏鲍菇(1),0.6235,0.0,0.0,正,是
102900005115960,大白菜,102900011001219,红灯笼椒(1),0.4854,0.0,0.0,正,是
102900005115960,大白菜,102900011001806,姬菇(包),0.6755,0.0,0.0,正,是
102900005115960,大白菜,102900011001813,金针菇(袋)(1),0.4091,0.0,0.0,正,否
102900005115960,大白菜,102900011008522,甜白菜,0.4006,0.0,0.0,正,是
102900005115960,大白菜,102900011009246,鲜木耳(1),0.6992,0.0,0.0,正,否
102900005115960,大白菜,102900011009970,青梗散花,0.7012,0.0,0.0,正,是
102900005115960,大白菜,102900011011546,海鲜菇(袋)(1),0.5549,0.0,0.0,正,否
102900005115960,大白菜,102900011012994,杏鲍菇(袋),0.6534,0.0,0.0,正,是
102900005115960,大白菜,102900011013274,白玉菇(袋),0.4961,0.0,0.0,正,是
102900005115960,大白菜,102900011018095,虫草花(袋),0.725,0.0,0.0,正,否
102900005115960,大白菜,102900011023464,小青菜(1),-0.4439,0.0,0.0,负,否
102900005115960,大白菜,102900011030059,云南生菜(份),-0.4138,0.0,0.0,负,否
102900005115960,大白菜,102900011030097,云南油麦菜(份),-0.4595,0.0,0.0,负,否
102900005115960,大白菜,102900011030110,菠菜(份),-0.4183,0.0,0.0,负,否
102900005115960,大白菜,102900011031100,小米椒(份),-0.5186,0.0,0.0,负,否
102900005115960,大白菜,102900011032022,小皱皮(份),-0.4438,0.0,0.0,负,否
102900005115960,大白菜,102900051004294,青线椒,0.514,0.0,0.0,正,否
102900005115960,大白菜,106930274220092,蟹味菇(袋),0.4209,0.0,0.0,正,否
102900005115960,大白菜,106949711300068,金针菇(袋)(3),0.5929,0.0,0.0,正,否
102900005115984,云南油麦菜,102900005116226,青尖椒,0.6104,0.0,0.0,正,是
102900005115984,云南油麦菜,102900005116233,红椒(1),0.5629,0.0,0.0,正,是
102900005115984,云南油麦菜,102900005116547,金针菇(1),0.5962,0.0,0.0,正,否
102900005115984,云南油麦菜,102900005116790,黄心菜(1),0.4299,0.0,0.0,正,否
102900005115984,云南油麦菜,102900005116837,平菇,0.4328,0.0,0.0,正,是
102900005115984,云南油麦菜,102900005116912,姬菇(1),0.4921,0.0,0.0,正,否
102900005115984,云南油麦菜,102900005116943,红杭椒,0.6352,0.0,0.0,正,是
102900005115984,云南油麦菜,102900005119944,海鲜菇(1),0.4728,0.0,0.0,正,否
102900005115984,云南油麦菜,102900005125808,小米椒,0.6285,0.0,0.0,正,是
102900005115984,云南油麦菜,102900005125815,杏鲍菇(1),0.6299,0.0,0.0,正,否
102900005115984,云南油麦菜,102900011000328,螺丝椒,0.5122,0.0,0.0,正,是
102900005115984,云南油麦菜,102900011001806,姬菇(包),0.4925,0.0,0.0,正,是
102900005115984,云南油麦菜,102900011009246,鲜木耳(1),0.4809,0.0,0.0,正,否
102900005115984,云南油麦菜,102900011009970,青梗散花,0.5343,0.0,0.0,正,否
102900005115984,云南油麦菜,102900011012994,杏鲍菇(袋),0.415,0.0,0.0,正,是
102900005115984,云南油麦菜,102900011030059,云南生菜(份),-0.6238,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011030097,云南油麦菜(份),-0.6672,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011030110,菠菜(份),-0.5996,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011030134,菜心(份),-0.4117,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011030141,上海青(份),-0.4416,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011031100,小米椒(份),-0.6613,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011032022,小皱皮(份),-0.6129,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011032237,青线椒(份),-0.4692,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011032251,螺丝椒(份),-0.5426,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011032343,七彩椒(2),-0.4713,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011032848,姜蒜小米椒组合装(小份),-0.5924,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011033920,黄心菜(2),-0.4185,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011033944,杏鲍菇(2),-0.5201,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011034026,枝江青梗散花,-0.5415,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011034231,奶白菜(份),-0.4969,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011034330,双孢菇(盒),-0.4639,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011034439,青红杭椒组合装(份),-0.449,0.0,0.0,负,否
102900005115984,云南油麦菜,102900011035078,红椒(2),-0.5099,0.0,0.0,负,否
102900005115984,云南油麦菜,102900051004294,青线椒,0.6769,0.0,0.0,正,是
102900005115984,云南油麦菜,102900051010455,黄白菜(2),0.4238,0.0,0.0,正,是
102900005115984,云南油麦菜,106949711300068,金针菇(袋)(3),0.49,0.0,0.0,正,否
102900005115984,云南油麦菜,106949711300259,金针菇(盒),-0.51,0.0,0.0,负,否
102900005115984,云南油麦菜,106958851400125,海鲜菇(袋)(4),0.4774,0.0,0.0,正,否
102900005116226,青尖椒,102900005116233,红椒(1),0.5409,0.0,0.0,正,是
102900005116226,青尖椒,102900005116547,金针菇(1),0.5634,0.0,0.0,正,否
102900005116226,青尖椒,102900005116790,黄心菜(1),0.417,0.0,0.0,正,否
102900005116226,青尖椒,102900005116837,平菇,0.4851,0.0,0.0,正,是
102900005116226,青尖椒,102900005116943,红杭椒,0.683,0.0,0.0,正,是
102900005116226,青尖椒,102900005117056,泡泡椒(精品),0.4096,0.0,0.0,正,否
102900005116226,青尖椒,102900005119944,海鲜菇(1),0.4272,0.0,0.0,正,否
102900005116226,青尖椒,102900005125808,小米椒,0.6039,0.0,0.0,正,是
102900005116226,青尖椒,102900005125815,杏鲍菇(1),0.6107,0.0,0.0,正,是
102900005116226,青尖椒,102900011000328,螺丝椒,0.4515,0.0,0.0,正,是
102900005116226,青尖椒,102900011001806,姬菇(包),0.4355,0.0,0.0,正,是
102900005116226,青尖椒,102900011009246,鲜木耳(1),0.4103,0.0,0.0,正,否
102900005116226,青尖椒,102900011009970,青梗散花,0.5296,0.0,0.0,正,否
102900005116226,青尖椒,102900011030059,云南生菜(份),-0.544,0.0,0.0,负,否
102900005116226,青尖椒,102900011030097,云南油麦菜(份),-0.5605,0.0,0.0,负,否
102900005116226,青尖椒,102900011030110,菠菜(份),-0.4574,0.0,0.0,负,否
102900005116226,青尖椒,102900011030141,上海青(份),-0.4231,0.0,0.0,负,否
102900005116226,青尖椒,102900011030929,鲜木耳(份),-0.4119,0.0,0.0,负,否
102900005116226,青尖椒,102900011031100,小米椒(份),-0.57,0.0,0.0,负,否
102900005116226,青尖椒,102900011032022,小皱皮(份),-0.5624,0.0,0.0,负,否
102900005116226,青尖椒,102900011032237,青线椒(份),-0.4419,0.0,0.0,负,否
102900005116226,青尖椒,102900011032244,红尖椒(份),-0.4143,0.0,0.0,负,否
102900005116226,青尖椒,102900011032251,螺丝椒(份),-0.5074,0.0,0.0,负,否
102900005116226,青尖椒,102900011032848,姜蒜小米椒组合装(小份),-0.5126,0.0,0.0,负,否
102900005116226,青尖椒,102900011033906,保康高山大白菜,-0.4224,0.0,0.0,负,否
102900005116226,青尖椒,102900011033920,黄心菜(2),-0.4298,0.0,0.0,负,否
102900005116226,青尖椒,102900011033944,杏鲍菇(2),-0.5051,0.0,0.0,负,否
102900005116226,青尖椒,102900011034026,枝江青梗散花,-0.5587,0.0,0.0,负,否
102900005116226,青尖椒,102900011034224,小青菜(份),-0.4114,0.0,0.0,负,否
102900005116226,青尖椒,102900011034231,奶白菜(份),-0.4514,0.0,0.0,负,否
102900005116226,青尖椒,102900011034330,双孢菇(盒),-0.4072,0.0,0.0,负,否
102900005116226,青尖椒,102900011035078,红椒(2),-0.4041,0.0,0.0,负,否
102900005116226,青尖椒,102900051004294,青线椒,0.6339,0.0,0.0,正,是
102900005116226,青尖椒,106949711300259,金针菇(盒),-0.4978,0.0,0.0,负,否
102900005116226,青尖椒,106958851400125,海鲜菇(袋)(4),0.4328,0.0,0.0,正,否
102900005116233,红椒(1),102900005116257,紫茄子(2),0.4076,0.0,0.0,正,是
102900005116233,红椒(1),102900005116547,金针菇(1),0.5088,0.0,0.0,正,是
102900005116233,红椒(1),102900005116943,红杭椒,0.5804,0.0,0.0,正,是
102900005116233,红椒(1),102900005117209,七彩椒(1),0.4724,0.0,0.0,正,是
102900005116233,红椒(1),102900005118817,菠菜,0.4378,0.0,0.0,正,否
102900005116233,红椒(1),102900005123880,灯笼椒(1),0.4068,0.0,0.0,正,是
102900005116233,红椒(1),102900005125808,小米椒,0.6644,0.0,0.0,正,是
102900005116233,红椒(1),102900005125815,杏鲍菇(1),0.5005,0.0,0.0,正,否
102900005116233,红椒(1),102900011000328,螺丝椒,0.5176,0.0,0.0,正,是
102900005116233,红椒(1),102900011009970,青梗散花,0.4457,0.0,0.0,正,是
102900005116233,红椒(1),102900011012994,杏鲍菇(袋),0.4061,0.0,0.0,正,是
102900005116233,红椒(1),102900011030059,云南生菜(份),-0.5035,0.0,0.0,负,是
102900005116233,红椒(1),102900011030097,云南油麦菜(份),-0.5108,0.0,0.0,负,是
102900005116233,红椒(1),102900011030110,菠菜(份),-0.5163,0.0,0.0,负,是
102900005116233,红椒(1),102900011031100,小米椒(份),-0.4539,0.0,0.0,负,是
102900005116233,红椒(1),102900011032022,小皱皮(份),-0.4763,0.0,0.0,负,否
102900005116233,红椒(1),102900011032251,螺丝椒(份),-0.4319,0.0,0.0,负,否
102900005116233,红椒(1),102900011032848,姜蒜小米椒组合装(小份),-0.5394,0.0,0.0,负,否
102900005116233,红椒(1),102900011033920,黄心菜(2),-0.4741,0.0,0.0,负,否
102900005116233,红椒(1),102900011034026,枝江青梗散花,-0.4767,0.0,0.0,负,否
102900005116233,红椒(1),102900011034231,奶白菜(份),-0.4927,0.0,0.0,负,否
102900005116233,红椒(1),102900011035078,红椒(2),-0.4203,0.0,0.0,负,否
102900005116233,红椒(1),102900051004294,青线椒,0.696,0.0,0.0,正,是
102900005116509,青茄子(1),102900005116547,金针菇(1),0.4489,0.0,0.0,正,否
102900005116509,青茄子(1),102900005117056,泡泡椒(精品),0.4434,0.0,0.0,正,否
102900005116509,青茄子(1),102900005119944,海鲜菇(1),0.4123,0.0,0.0,正,否
102900005116509,青茄子(1),102900005125808,小米椒,0.4037,0.0,0.0,正,否
102900005116509,青茄子(1),102900005125815,杏鲍菇(1),0.4722,0.0,0.0,正,否
102900005116509,青茄子(1),102900051004294,青线椒,0.5215,0.0,0.0,正,是
102900005116547,金针菇(1),102900005116790,黄心菜(1),0.6346,0.0,0.0,正,否
102900005116547,金针菇(1),102900005116837,平菇,0.5353,0.0,0.0,正,否
102900005116547,金针菇(1),102900005116912,姬菇(1),0.6413,0.0,0.0,正,否
102900005116547,金针菇(1),102900005116943,红杭椒,0.6946,0.0,0.0,正,否
102900005116547,金针菇(1),102900005117056,泡泡椒(精品),0.726,0.0,0.0,正,否
102900005116547,金针菇(1),102900005117209,七彩椒(1),0.4773,0.0,0.0,正,是
102900005116547,金针菇(1),102900005119944,海鲜菇(1),0.6173,0.0,0.0,正,否
102900005116547,金针菇(1),102900005123880,灯笼椒(1),0.4835,0.0,0.0,正,是
102900005116547,金针菇(1),102900005125808,小米椒,0.6564,0.0,0.0,正,是
102900005116547,金针菇(1),102900005125815,杏鲍菇(1),0.8196,0.0,0.0,正,否
102900005116547,金针菇(1),102900011000328,螺丝椒,0.4136,0.0,0.0,正,否
102900005116547,金针菇(1),102900011001219,红灯笼椒(1),0.5362,0.0,0.0,正,是
102900005116547,金针菇(1),102900011001806,姬菇(包),0.6808,0.0,0.0,正,是
102900005116547,金针菇(1),102900011008522,甜白菜,0.496,0.0,0.0,正,否
102900005116547,金针菇(1),102900011009246,鲜木耳(1),0.6211,0.0,0.0,正,否
102900005116547,金针菇(1),102900011009444,大龙茄子,0.5029,0.0,0.0,正,否
102900005116547,金针菇(1),102900011009970,青梗散花,0.8299,0.0,0.0,正,是
102900005116547,金针菇(1),102900011011546,海鲜菇(袋)(1),0.5343,0.0,0.0,正,否
102900005116547,金针菇(1),102900011012994,杏鲍菇(袋),0.5699,0.0,0.0,正,是
102900005116547,金针菇(1),102900011018095,虫草花(袋),0.5322,0.0,0.0,正,否
102900005116547,金针菇(1),102900011023464,小青菜(1),-0.4074,0.0,0.0,负,否
102900005116547,金针菇(1),102900011030059,云南生菜(份),-0.4415,0.0,0.0,负,否
102900005116547,金针菇(1),102900011030097,云南油麦菜(份),-0.4728,0.0,0.0,负,否
102900005116547,金针菇(1),102900011030110,菠菜(份),-0.4297,0.0,0.0,负,否
102900005116547,金针菇(1),102900011030141,上海青(份),-0.4072,0.0,0.0,负,否
102900005116547,金针菇(1),102900011031100,小米椒(份),-0.5383,0.0,0.0,负,否
102900005116547,金针菇(1),102900011032022,小皱皮(份),-0.4846,0.0,0.0,负,否
102900005116547,金针菇(1),102900011032848,姜蒜小米椒组合装(小份),-0.4034,0.0,0.0,负,否
102900005116547,金针菇(1),102900011033920,黄心菜(2),-0.4032,0.0,0.0,负,否
102900005116547,金针菇(1),102900011034026,枝江青梗散花,-0.4019,0.0,0.0,负,否
102900005116547,金针菇(1),102900051000463,圆茄子(2),0.4282,0.0,0.0,正,否
102900005116547,金针菇(1),102900051004294,青线椒,0.6446,0.0,0.0,正,是
102900005116547,金针菇(1),106949711300068,金针菇(袋)(3),0.413,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005116837,平菇,0.4296,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005116912,姬菇(1),0.5248,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005116943,红杭椒,0.497,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005117056,泡泡椒(精品),0.478,0.0,0.0,正,是
102900005116790,黄心菜(1),102900005119944,海鲜菇(1),0.5083,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005125808,小米椒,0.4787,0.0,0.0,正,否
102900005116790,黄心菜(1),102900005125815,杏鲍菇(1),0.5419,0.0,0.0,正,否
102900005116790,黄心菜(1),102900011001806,姬菇(包),0.5477,0.0,0.0,正,是
102900005116790,黄心菜(1),102900011009246,鲜木耳(1),0.4864,0.0,0.0,正,否
102900005116790,黄心菜(1),102900011009970,青梗散花,0.6017,0.0,0.0,正,否
102900005116790,黄心菜(1),102900011011546,海鲜菇(袋)(1),0.4618,0.0,0.0,正,否
102900005116790,黄心菜(1),102900011012994,杏鲍菇(袋),0.4732,0.0,0.0,正,否
102900005116790,黄心菜(1),102900011031100,小米椒(份),-0.4492,0.0,0.0,负,否
102900005116790,黄心菜(1),102900011032022,小皱皮(份),-0.4087,0.0,0.0,负,否
102900005116790,黄心菜(1),102900051000463,圆茄子(2),0.5123,0.0,0.0,正,否
102900005116790,黄心菜(1),102900051004294,青线椒,0.4319,0.0,0.0,正,否
102900005116837,平菇,102900005116943,红杭椒,0.5013,0.0,0.0,正,是
102900005116837,平菇,102900005117056,泡泡椒(精品),0.4439,0.0,0.0,正,是
102900005116837,平菇,102900005118817,菠菜,0.401,0.0,0.0,正,是
102900005116837,平菇,102900005125808,小米椒,0.4692,0.0,0.0,正,是
102900005116837,平菇,102900005125815,杏鲍菇(1),0.4254,0.0,0.0,正,否
102900005116837,平菇,102900011001806,姬菇(包),0.4943,0.0,0.0,正,是
102900005116837,平菇,102900011009246,鲜木耳(1),0.628,0.0,0.0,正,否
102900005116837,平菇,102900011009970,青梗散花,0.5246,0.0,0.0,正,否
102900005116837,平菇,102900011012994,杏鲍菇(袋),0.5831,0.0,0.0,正,是
102900005116837,平菇,102900011018095,虫草花(袋),0.6003,0.0,0.0,正,否
102900005116837,平菇,102900011031100,小米椒(份),-0.4904,0.0,0.0,负,是
102900005116837,平菇,102900011032022,小皱皮(份),-0.434,0.0,0.0,负,否
102900005116837,平菇,102900011032251,螺丝椒(份),-0.4139,0.0,0.0,负,否
102900005116837,平菇,102900051004294,青线椒,0.4556,0.0,0.0,正,是
102900005116837,平菇,106949711300068,金针菇(袋)(3),0.4734,0.0,0.0,正,否
102900005116837,平菇,106949711300259,金针菇(盒),-0.4529,0.0,0.0,负,否
